text,disaster,gpe,detected_gpe,response_time,query_tokens,response_tokens
To anyone who must stay in Florida FEMA has shelters in the state and a mobile app to help find a safe place. JoeStocks HurricaneIrma ,, Florida,"Florida, HurricaneIrma",3.0175,61,5
"The clouds from the remnants of Irma cover parts of 25 STATES not including Florida and nearly 2, 000 miles. ",,Florida,"25, FL",3.6522,56,3
TWO MORE SLEEPS! ! Proceeds go to benefit victims of hurricane Harvey amp; Irma. Get yo tickets here ,,Harvey,"hawaii, amplitude, ver",7.956,56,6
BREAKING Heavy Rains From Max Can Trigger Landslides In Mexico Coffee Regions That Suffered Brunt Of Quake Damage ,Damage,Mexico,"Mexico Country, Mexico City, Mexico Coffee Regions",3.6955,57,9
AirNatlGuard in North Carolina assists in HurricaneIrma evacuation ,evacuation,North Carolina,"North Carolina, Hurricane Irma",3.9629,44,5
Incredible. Already seeing flooding near Key Largo. SuttaCBSMiami even found a couple w dogs sticking around for Hurricane Irma CBSMiami ,,Largo,"Key Largo, Salla, CBS Miami",5.0068,59,9
Mandatory evacuations for zones A and B for Duval county. FirstAlertWX Irma ,,Duval county,"A, B, Duval county",4.9315,49,7
Such a gorgeous sunset this evening. Makes it hard to believe Irma and the destruction she ,,,beautiful beach sunset this evening. She and the destruction city.,3.7461,48,12
"COLUMBIA, S. C. AP Authorities report first death in South Carolina related to Tropical Storm Irma; total death toll of storm now at 42 ",,"South Carolina,  COLUMBIA","Columbia, South Carolina",3.516,63,5
"As residents look to evacuate, gas shortages are rampant in South Florida ahead of Hurricane Irma ",,Florida,"South Florida, gas shortages",4.3776,48,5
25 of homes in Florida keys destroyed by Irma HeatMap Column 4 gt; SevereWeather Storm Storms WarnOthers ,destroyed,Florida,"Florida, Keys",4.6854,55,3
"in Harvey s aftermath, the generosity of strangers sweep the homeless of their feet. ","homeless, aftermath",Harvey,"harvesen, their feet",16.8261,47,6
Navy and Marines Deliver Water to Irma Victims in Key West. Credit US Navy via Storyful ,,Key West,"Key West, Key West",4.7793,50,5
Florida charter schools were unusable as shelters during Hurricane Irma because they dont meet standard storm ,,Florida,"Florida, charter schools, Hurricane Irma",2.9523,48,7
"Hurricane Matthew damage forgotten in Washington as Harvey, Irma take their toll ncga ncpol ncgov ",damage,"Harvey,  Washington","Washington, Harvey, Irma",3.2823,52,5
Fifth Third Bank Sends eBuses and Mobile ATMs to Florida to Help Hurricane Irma Relief Efforts ,"Efforts, Relief",Florida,"Fifth Third Bank, eBuses, Mobile ATMs",2.3242,52,12
UkNews PHOTOS The damage that Hurricane Irma left in Cuba en route to Florida Globaln ,damage,"Florida,  Cuba","Cuba, Florida",13.6164,50,4
"Yes, 3 days after Mexico withdrew their offer 2 send aid amp; U cost victims because U were an inconsiderate ASS. ",,Mexico,"Mexico, U",4.7085,59,3
Miami Animal Shelter Swells With Lost Pets In Wake Of Hurricane Irma ,Shelter,Miami,"Miami, Animal Shelter, Hurricane Irma",5.5433,44,7
FEMA ? ? ? I dont know what Harvey amp; Irma victims are gonna do theyre already 24Billion in Debt RealityCheck Trump ie Wall MSNBC ,,Harvey,No locations,2.6189,63,2
FLORIDA RedCross is allowing evacuees to bring their pets to shelters. Now is the time to depart with your family. hurricaneirma2017 MM ,,FLORIDA,FLORIDA,5.7054,63,3
"Humane Society of Pinellas County sustains 15, 000 in damage during Hurricane Irma ",damage,Pinellas County,Pinellas County,5.2175,50,3
Irma s trail of destruction in Florida Keys revealed via FOX NEWS ,,Florida,"Florida Keys, Irma S, Trail of Destruction",4.68,44,9
"At least 3 people in Florida have died from Irma, NPR has confirmed. Irmas death toll in the Caribbean is at least 36, AP reports. ",died,Florida,"Florida, Caribbean",3.1467,63,3
Breaking Nine counties in Florida under a tornado watch as Irma draws near ,,Florida,"Florida, breaking counties",3.97,44,4
"Irma Florida airports start to assess damage; cancellations now at 13, 000 and counting via USATODAY ",damage,Florida,"Florida, USA",4.3486,56,3
Look at some of the damage in South Florida. Irma appersons ,damage,Florida,"South Florida, Irma approached the area",4.3694,45,7
My thoughts and prayers are with everyone in Florida affected by the devastating hurricane. Please stay safe! ! HurricaneIrma StaySafe ,"devastating, thoughts",Florida,Florida,5.6577,56,1
Scavino45 POTUS realDonaldTrump FLOTUS WhiteHouseHstry WhiteHouse FLOTUS looks absolutely stunning after working in hot Florida with Hurricane Irma Victims. ,,Florida,"POTUS, FLOTUS, WhiteHouseHstry, WhiteHouse, Florida",7.7373,64,17
"Residents of Hillsborough, Pinellas, Pasco and Hernando counties are all eligible, but be warned. Irma ",,"Pasco,  Hillsborough","Florida, Hillsborough, Pinellas, Pasco, Hernando",5.4294,54,13
"Complete list of shelters in Orange County below. If you have any doubt about safety of your home, seek shelter where its safe. ",shelter,Orange County,"Orange County, Shelters",3.602,57,5
Mexico Needs Earthquake Relief! How You Can Help via fabiolaofmexico Mexico earthquake aid relief ,"relief, earthquake, Relief, Earthquake","Mexico,  Mexico",Mexico,4.0806,52,1
So Im in pretty good condition after Irma Does anyone know where in Orlando I can donate my hurricane supplies? ,,Orlando,Orlando,4.2543,52,2
"A CoastGuard flood punt team assists with search and rescue efforts in the aftermath of HurricaneIrma in Hastings, Florida. newnewspage ","aftermath, efforts, rescue, search, flood","Florida,  Hastings","Hursting, Florida",15.4384,59,5
"DeKalb Schools will remain closed, as tree damage and power outages from Irma are still being addressed. ",damage,DeKalb,"DeKalb, DeKalb Schools",15.4907,53,8
WHERES THE BAY? Irmas strong winds suck away Tampa Bay water ,strong,Tampa,Tampa Bay,10.2001,47,3
Grateful to NC State hosting overflow parking for cgffn17 Gate C off Trinity. Shuttle buses start running at 5pm thank you volunteers! ,volunteers,Trinity,"NC State, Gate C (cgffn17), Trinity",8.3295,61,12
"Cuba surveys the toppled houses, flooded cities and widespread damage left behind by HurricaneIrma Irma Reuts ",damage,Cuba,"Cuba, Hurricane Irma",8.1669,53,5
"Nearly half of Florida is in the dark, with more than 7.4M homes and businesses without power following Hurricane Irma ",,Florida,"Florida, Hurricane Irma",4.1416,56,4
Sarasota Manatee shelters and evacuation orders for Hurricane Irma ,evacuation,Sarasota,"Sarasota, Manatee",3.3605,43,6
Floods in Germany amid thunderstorms and heavy rain ,,Germany,"Germany, Berlin, Munich, Hamburg, Frankfurt, Düsseldorf, Frankfurt am Main, Berlin, Munich, Hamburg, Munich, Frankfurt, Düsseldorf",5.0958,42,29
"FoxNews please share, many of us in Florida have been impacted by Irma and need help! ",,Florida,"Florida, Puerto Rico",3.2347,50,4
"AFP More than measuring the height, it is of paramount importance to understand what has changed since earthquake. That wud help mountaineers ",earthquake,,"AFP More than measuring the height, it is of paramount importance to understand what has changed since earthquake. That wud help mountaineers",4.1519,58,27
I liked a YouTube video FAMILY HOUSE DESTROYED IN THE HOUSTON FLOOD ,"FLOOD, DESTROYED",HOUSTON,"HOASTON,FLOOD",7.7706,48,5
Praying for those in the affected areas of Hurricane Harvey and Hurricane Irma We hope everyone is able to stay safe during this time ,,Harvey,"City1, City2",15.8006,56,5
"I 95 North NOW, lower Florida, EVACUATION Hurricane HurricaneIrma HurricaneIrmaTracking hurricaneirma2017 IrmaHurricane Irma ",EVACUATION,Florida,"I 95 North NOW, lower Florida, EvacuUon, Hurricane Irma",4.6279,60,17
"The Silver Tsunami is an opportunity, not a stumbling block kmerritt socrata opendata ",Tsunami,,silver tsunamian opportunity not,6.69,52,7
90 percent of Florida Keys homes damaged or destroyed by Irma HurricaneIrma Irma Florida FloridaKeye ,destroyed,"Florida,  Florida","Florida Keys, Hurricane",5.46,50,4
IrmaCleanUp MyClearwater Parks and Rec and the Phillies Florida fed hundreds of city employees and volunteers ,volunteers,Florida,"""MyClearwater, Florida""",3.3491,52,6
"Video St. Martin pier, boats, hotels destroyed by Irma ",destroyed,Martin,"""St. Martin pier, boats, hotels destroyed by Irma.""",2.1031,43,13
"BREAKING Irma barrels toward Tampa, forces Floridians to flee their homes HurrcaneIrma Tampa Irma ",,"Tampa,  Tampa",Tampa,5.76,53,2
More than 130 million in federal disaster relief funds is being withheld from North Carolina Matthew from last year ,"relief, disaster",North Carolina,"North Carolina Matthew, More than 130 million in federal disaster relief funds",2.2339,51,14
1 Miami News Search Businesses Trump dismisses climate change questionTrump helps volunteer efforts in M ,"efforts, Search",Miami,Miami,3.7617,48,1
"I saw first hand the destruction from hurricane Andrew, but its destruction cant compare to what HurricaneIrma did to entire Florida ",,Florida,Tampa,5.4264,55,2
KING5Seattle Pls incl. shots of Miami Seaquarium amp; Lolitas tank in f u coverage of Irma. Severe damage in area reported WillSheSurvive? ,damage,Miami,"Seattle Pls, Miami, Florida",4.7944,68,7
Irma related damage could affect 27B in securitized mortgages in Florida ,damage,Florida,Florida,6.8714,47,1
Florida Keys Residents Show Resilience In Irma s Aftermath NBC Nightly News ,Aftermath,Florida,"Florida, Keys",6.297,47,3
Red Cross Opens Polk County Shelter Wednesday Hurricane Irma ,Shelter,Polk County,Polk County,10.5948,41,3
WATCH LIVE Volusia County officials hold press conference on Hurricane Irma damage. Find the latest storm dam ,damage,Volusia County,"Volusia County, Storm Dam",3.5636,51,7
Irma death toll in the US rises to 11 after bringing devastation to Florida ABC News. Latest now on GMC WEWS ,devastation,Florida,"Florida, GMC, WEWS",3.9561,56,6
Less than a million customers in Florida remain without power following Irma. Latest numbers for Central Florida ,,"Florida,  Florida","Florida, Central Florida, Customers",4.244,49,6
Trump blames a bad mobile phone reception for his delayed message of condolences to Mexicos earthquake victims; a Brooklyn bridge story! ,earthquake,Brooklyn,"Mexico City, Brooklyn",2.8547,55,4
Hurricane Irma Left at Least 5 Dead and 6 Million Without Power in Florida ,,Florida,"Florida, Five Dead, Million Without Power",5.0668,48,8
Any reports of damage on Harbour island in tampa CityofTampa? I had to evacuate and cant get a flight back yet. irma ,damage,tampa,"Harper Island, Tampa, City of Tampa",6.3278,60,9
How many 1st responders in Harvey Irma are on ACA? How many hurricane victims more desperate amp; helpless on repeal SenJohnMcCain? DemForce ,,Harvey,"Harvey, More Desperate City, DemForce",3.524,62,10
Irma has me sick to my stomach. Need to be very lucky for it to miss Florida now. Prepare amp; follow advice of your local emergency manager. ,emergency,Florida,"Florida, local emergency manager",5.81,63,5
"Due to flood damage from Harvey2017, Brazos Bend SP near Houston extends closure thru Nov. 7. Get updates via FB ","damage, flood","Houston,  Bend","Harvey2017, Brazos Bend SP, Houston",6.3848,58,11
I liked a YouTube video PRESIDENT TRUMP SERVES FOOD TO HURRICANE IRMA VICTIMS IN FLORIDA 9 14 17 ,,FLORIDA,Florida,6.9732,63,1
"As the USArmy NJNationalGuard prepares for Irma, our thoughts and prayers are with the people of the United States ThursdayThoughts ",thoughts,United States,"New Jersey, United States Army NJNationalGuard",6.2419,57,9
Donald Trump Jr. slams Michael Moore for asking if Mar a Lago opened as shelter during Irma ,shelter,Moore,"Donald Trump Jr., Michael Moore, Mar Lago, Irma.",6.4204,51,13
NATIONALRECAP At least 96 people have died after a magnitude 8.1 earthquake hit Mexico ,"earthquake, magnitude, died",Mexico,"""NATIONALRECAP, mexico""",12.355,52,7
"Magnitude 4.6 quake shakes Tokyo, eastern Japan environment ",Magnitude,"Japan,  Tokyo","City names: Tokyo, eastern Japan",4.5144,43,7
Fox13 is onboard Marine 2 with VP on Osprey V 22 helo for aerial tour of Fort Myers and Naples Irma damage FOX13News ,damage,"Naples,  Fort Myers",""",Florida"", ""Naples, Fla.""",2.3965,62,10
90 percent of homes in Florida Keys damaged by Hurricane Irma FEMA ,,Florida,Florida Keys,3.2583,43,2
New story on NPR Nearly 25 Percent Of Homes Destroyed In Florida Keys After Hurricane Irma ,Destroyed,Florida,"Florida, Keys",7.4959,49,3
hurricaneirma2017 Damage and recovery in LaBelle Florida ,Damage,Florida,"Florida, LaBelle",4.7106,45,5
Prayers to all folks affected by HurricaneIrma as it razes Caribbean and heads toward Florida ,,Florida,"Hurricane Irma, Caribbean, Florida",4.0112,50,7
At least 6 people die at South Florida nursing home in wake of Irma ,,Florida,"South Florida, Tampa City",9.1681,46,5
Florida growers estimate billions of dollars in damage from Hurricane Irma via thepacker ,damage,Florida,"Florida, biome",4.0914,46,3
"Mexico rescinds offer of aid to US after Hurricane Katia, earthquake devastate nation, via mic ",earthquake,Mexico,"Mexico, United States",5.4258,51,4
Mattress Mac JIM MCINGVALE opened the doors to hurricane victims without having to be asked continues helping flood victims in Houston TX. ,flood,Houston,Houston,3.3977,59,1
"Sending love amp; prayers to my BF dannywood amp; family, and all those in Florida, bracing for HurricaneIrma today. Stay strong amp; be safe. ",strong,Florida,Florida,6.2647,67,1
Tsunami Drill a success! Great job everyone! Mahalo Oahu DEM Hawaii EMA honolulupolice for helping us Be Safe and prepared! ,Tsunami,Hawaii,"Oahu, DEM, EMA honolulupolice",5.1956,64,13
"1 To all affected by Irma Download Zello walkie talkie app on your phone. When you open the app, type Florida search and rescue ","rescue, search",Florida,"Florida, 9280, Irram Walkie Talkie",4.2087,60,12
How embarrassing. Trump never even responded to Mexico s offer to aid US hurricane victims. ,,Mexico,"Mexico, hurricane victims",4.5003,48,4
"Ty Marco Rubio, for riding out Irma with us amp; checking first hand damage amp; getting plans in motion for recovery. God Bless you, Te Amamos! ",damage,Marco,USA,5.7362,64,1
"Please pray for our teams serving in Texas, Florida, and the Caribbean to bring relief to families devastated by Harvey and Irma. ","relief, pray","Harvey,  Florida","Texas, Florida, and the Caribbean",5.4313,56,7
The Flood Warning is cancelled for the following rivers in Florida Withlacoochee At Holder The Flood Warn ,"Flood, Warning, Flood",Florida,WithlacoocheeHolder,6.5577,52,6
"Hurricane Irma kills eight on Saint Martin as it pounds Caribbean SAN JUAN, Puerto Rico ",,Martin,"Saint Martin, Caribbean SAN JUAN, Puerto Rico",5.6336,50,11
4 Maps That Show the Gigantic HurricaneIrma Evacuation from Florida ,Evacuation,Florida,"Hurricane Irma, Florida",7.3264,46,5
The Sebring amp; Highlands County area has suffered significant damage from Irma. SIR is assisting wherever possible as recovery begins. ,damage,"Highlands County,  Sebring","""The Sebring amp; Highlands County area has suffered significant damage from Irma. SIR is assisting wherever possible as recovery begins.""",8.8116,56,25
Mandatory evacuations ordered for portions of Broward County ,,Broward County,Broward County,4.0204,42,4
"1 Miami News Search Businesses After Irma, is your water safe to drink? You might have to boil it. Miami ",Search,"Miami,  Miami",Miami,2.3505,54,1
30 people dead and over 200 people injured so far from the earthquake in Mexico my heart aches for their families and loved ones. ,earthquake,Mexico,"Mexico City, Mexico, Mexico",4.4393,58,6
"our thoughts and prayers are with the people of florida, our clients, and our coworkers. StaySafe HurricaneIrma ",thoughts,florida,"Florida, Irma",4.2669,54,3
President Trump thanks first responders in Florida for helping the victims of Hurricane Irma ,,Florida,Florida,4.7805,45,1
Millions of Florida Residents Miserable Without Power in Irma Aftermath Here s What to Do ,Aftermath,Florida,"Florida, Ireland",3.4856,50,3
. LAFD members who assisted with Harvey efforts have been rerouted to Alabama for Hurricane Irma. My story ,efforts,Harvey,"""LAFD members,"" ""Alabama,"" and ""Harvey efforts.""",5.6675,53,14
Deaths at Florida nursing home after Hurricane Irma At least eight people have died at a ,died,Florida,Florida,6.4492,47,1
Were so proud to partner with KidsInNeed Check out how they are helping schools affected by Hurrican Harvey! ,,Harvey,"KidsInNeed, Schools, (Texas,Hurrican)",3.4381,54,13
Gov news conference Jacksonville experiencing worst flooding since 1846. Irma ,,Jacksonville,"Jacksonville, Irma",6.7909,44,4
Another look via AtlantaDrone of Evacuation Center at Germain Arena in Estero. Irma ,Evacuation,Estero,"AtlantaDrone, Evacuation Center, Germain Arena, Estero, Irma",3.9315,51,17
"VIDEO VP ProfOsinbajo is in Benue State today, leading a Federal delegation to visit flood victims and assess the situation. ",flood,Benue State,Benue State,3.4397,58,3
Photos of the Destruction Hurricane Irma Left Behind weatherchannel HurricaneIrma Irma Weather Florida USNews ,,Florida,"Destruction, Left Behind, Weatherchannel, HurricaneIrma, Florida, USNews",5.2427,49,17
"FLGovScott at Black Creek in Middleburg this morning, assessing the damage from historic flooding left by HurricaneIrma ",damage,Middleburg,"FL, Black Creek in Middleburg, FL",4.7249,54,9
The following list is current status of Irma Evacuation centers in Miami For Updates ,Evacuation,Miami,Miami,2.9826,47,1
"In Bangladesh, 13, 000 cases of waterborne diseases, including diarrhoea amp; respiratory infections. SouthAsiafloods ",,Bangladesh,Bangladesh,5.967,59,2
desusnice 9.6x10 12 ounces of water gel beads sodium polyacrylate could soak up all the Houston flood water. ,flood,Houston,"Houston,flood water",6.5365,61,4
A local fitness organization has a challenge for Bay County after gathering supplies for victims of Hurricane Irma ,,Bay County,"A local fitness organization, Bay County, and victims of Hurricane Irma.",4.9244,49,14
Video Officer assists Kristen Bell during Hurricane Irma shelter performance ,shelter,Bell,"United States, Hurricane Irma, shelter performance",4.8654,41,8
Safe after Irma and no real damage. However we still do not have power in Riverstone and left on Thursday staying with friends in Bradenton. ,damage,Bradenton,"Riverstone, Bradenton",4.4439,60,5
"Hurricane Irma destroyed 25 per cent of Florida Keys homes, FEMA officials estimate ",destroyed,Florida,"Florida Keys,FEMA",4.7687,47,4
"Cotton got hit pretty hard by Irma here at Watson Farms in Moultrie, GA. Heading to Florida Monday. Texas Thurs amp; Fri for Harvey damage. ",damage,"Harvey,  Florida,  Moultrie","Watson Farms, Moultrie, GA, Florida Monday, Texas Thurs amp; Fri.",4.2069,64,19
East Peoria houses damaged in 2013 landslide are coming down ,landslide,Peoria,"East Peoria, Peoria",4.9482,44,6
Thanks MiamiDadePD for sending a food truck down to Key West to make paella for those protecting paradise. KWPD Irma ,, Key West,"MiamiDadePD, Key West, Irma",6.0353,57,9
RanttNews realDonaldTrump First Responder Alonso Guillen DACA recipeint Dreamer Gave his life rescuing Hurricane Harvey flood victims DefendDACA ,flood,Harvey,"Rantt News, Trump, First Responders, Alonso Guillen, DACA",7.6809,61,15
We continue to see different views from Hurricane Irma as it made landfall along the coastal areas of Florida. ,,Florida,"Florida, its coastal areas",6.0758,52,5
my cousin Yoli is in Miami. Stay safe irma ,,Miami,Miami,4.1697,43,1
gorgeous little pink key west homes. wanderlust travel love pink keywest thekeys storm rain summer f ,,key west,"key west, pink keywest",5.8003,53,6
"Hurricane Irma relief in St. Martin US military, theOFDA install 2 desalination units amp; producing water. JTF LI ",relief,Martin,City: St. Martin,4.228,60,5
davidboeff Im teaching in Port Townsend. My husband stayed home during the storm. Lots of rain and flooding in downtown Charleston but were ok. ,,Charleston,"Port Townsend, downtown Charleston",2.6144,61,5
The Monster Surge That Wasn t Why Irma Caused Less Flooding Than Expected by HENRY FOUNTAIN and BRAD PLUMER via ,,FOUNTAIN,There are no locations to identify in this sentence.,7.1497,61,10
"Tomorrow NYGovCuomo is headed to Virgin Islands to survey Irma damage. Thats 1, 800 miles away from Albany. ",damage,Albany,"NY Gov Cuomo is heading to the Virgin Islands to survey Irma damage. That’s 1,800 miles away from Albany.",7.2531,58,25
"As Irma hits Florida, the trail of destruction caused by the hurricane is already huge. For info on our appeal ",,Florida,Florida,4.5912,53,1
Our prayers continue to be with those affected by Hurricanes Harvey and Irma. We are donating 25 of all purchases on our site through Sept. ,,Harvey,"The locations mentioned are: United States, those affected by Hurricanes Harvey and Irma, Our site, and through Sept..",3.3071,59,23
RT EcoInternet3 HurricaneIrma kills eight on Saint Martin as it pounds Caribbean Reuters environment ,,Martin,"Hurricane Irma, Saint Martin",6.6345,49,6
Five dead at Florida nursing home that lost power during Hurricane Irma Rescue teams news ,Rescue,Florida,"Florida, nursing home",4.5971,46,4
"Crestview, Florida is getting destroyed by Irma. I was able to climb to the roof of my house to take this picture to warn others ",destroyed,"Florida,  Crestview","Crestview, Florida is getting destroyed by Irma.",4.7244,60,11
"QuakesToday 2.7 magnitude earthquake. 20 km from Wellington, KS, UnitedStates ","earthquake, magnitude",Wellington,"Wellington, KS, United States",4.9059,51,7
"Still Irma refugees, but at least well eat well. WhenInRome Rome Dwarf House ",,Rome,"Italy, Rome, Dwarf House",5.5515,49,6
Alabama electric co ops sending crews to help Irma victims in Florida ,,Florida,"Alabama, Florida",4.5192,43,3
This the only time of day I can get any cellular service in Naples since HurricaneIrma third world conditions in swfla ,,Naples,"Naples, Swfla",4.5083,56,7
"Florida Nursing Home Case Many Questions, And Few Answers, After 8 Patients Die USRC ",,Florida,"Florida, Florida Nursing Home Case, Case, Florida Nursing Home",5.0647,49,12
"Another huge thank you Vinny Lecavalier amp; BRichards 1991 have both donated 10, 000 to Irma relief in Florida. ",relief,Florida,"Florida, BRichards",6.7304,63,5
RT matchavi hey yall! ! all proceeds from my inprnt for the next 2 weeks are going to Direct Relief for Hurricane Harvey amp; Irma! ,Relief,Harvey,"""Hurricane Harvey, Irma""",4.3211,64,7
"UPDATED 2 dead, others evacuated at Hollywood nursing home without power after Irma. ",,Hollywood,"Hollywood, Hollywood Nursing Home",3.6729,47,6
"Right now Florida needs 1, 000 volunteer shelter nurses. We need your help for our special needs shelters. FLGovScott irma ",shelter,Florida,Florida,3.8996,59,1
"Irma, now downgraded to a tropical depression, brings wind and flooding to Georgia and South Carolina ",,South Carolina,"Georgia, South Carolina",7.4701,51,4
First survey of Irma damage in Remedios Cuba. WPLGLocal10 2of2 ,damage,Cuba,Cuba and Remesia,4.4712,50,6
RT ATLchristine HAND IN HAND A Benefit for Hurricane Relief Telethon Irma Harvey ,Relief,Harvey,"ATL, LAJ",4.8032,47,5
Irma update on packing 2400 hundred food boxes in Naples Florida ,,"Florida,  Naples",Naples Florida,3.0842,45,4
. POTUS expected to arrive in Florida today to survey the damage from HurricaneIrma. ,damage,Florida,Florida,3.9038,49,1
The CEO of H E B is making a personal donation of 5 million to J. J. Watt s Foundation for Houston flood relief. ,"relief, flood",Houston,"""H E B, Houston, J. J. Watt""",4.2976,59,12
Inland Fisheries staff devoted 400 hours amp; three airboats to assist with rescues and hand out food water to flood victims after Harvey ,flood,Harvey,"""Inland Fisheries"" is likely a local administrative division or region within a larger area. No proper country or named city is identified in this sentence.",5.4471,59,29
Senator Marco Rubio looking into South Florida nursing home deaths. Irma Fox35 ,,"Florida,  Marco",South Florida,4.3479,45,2
"At Immokalee Friendship House, NationalGuard is helping to distribute food and water to those affected by HurricaneIrma. swfl agrmirma ",,Immokalee,"NationalGuard, HurricaneIrma, those affected",5.6283,61,9
"Via theledger, HurricaneIrma severely damaged citrus fruit in Florida ",,Florida,Florida,3.9821,44,1
IRMA RECOVERY Westovers 439th CES hard at work at Homestead Air Reserve Base in support of Hurricane Irma relief efforts. CitizenAirmen ,"efforts, relief, support",Homestead,Westovers Homestead Air Reserve Base,20.259,62,7
4 Sources of Help for Businesses Affected by HurricaneIrma. Irma HurricaneIrma2017 Florida ,,Florida,"Florida, Hurricane Irma",4.3299,51,4
RT legacyinsgrp1 RT legacyinsgrp1 RT ijournal 8 Patients Killed in Florida Nursing Home After Irma Related ,,Florida,"RT legacyinsgrp1, RT legacyinsgrp1, RT ijournal, Florida",3.1215,55,17
"Earthquake in Mexico Just a week ago, an 8.1 magnitude earthquake hit Mexico s southern coastline. Infrastruc ","earthquake, magnitude, Earthquake","Mexico,  Mexico","Mexico, southern coastline",4.4731,57,4
No power means no food stamps for Miami s neediest in Hurricane Irma s wake ,,Miami,"Miami, ( Hurricane's place), Florida, food",6.4972,47,10
CollinRugg JoyAnnReid BTW Haiti is still waiting for its earthquake from the Clinton Foundation; and THAT money wasnt even out of THEIR own pocket ,earthquake,"Clinton,  Haiti",Haiti,3.4337,64,3
"airport ST Martin TNCM has been destroyed by Hurricane Irma photos from the web, name not known Sofijuliett GuillerCil Beatrizxy KLM ",destroyed,Martin,"The locations mentioned in the sentence are identified as follows:, 1. Airport: ""ST Martin"", 2. City/Nationality/Surname: ""Sofi Martin"", 3. Names/Genders: ""Sofijuliett"", ""GuillerCil"", and ""Beatrizxy"", Thus, listing them comma-separated: **Sofi Martin, Sofijuliett, GuillerCil, Beatrizxy**",7.8524,65,89
Designing for hurricanes amp; floods UofT students draft urban planning solutions for a Florida county HurricaneIrma ,,Florida,"U-T-A, Florida County",5.9773,53,6
Tallahassee incredible wind in morning but no major damage. Not as bad as last year. No power. Ate ice cream for breakfast. HurricaneIrma ,damage,Tallahassee,"Tallahassee, Hurricane Irma",3.855,64,7
Irma s heavy rainfall calculated gt; 20 inches seen over Cuba. ,,Cuba,Cuba,3.7783,46,2
Hurricane Irma Trump visits Florida to see damage ,damage,Florida,Florida,3.1515,40,1
"5 elderly residents dead in nursing home that lost power during Hurricane Irma in Hollywood, Florida ",,"Florida,  Hollywood","Hollywood, Florida",3.3194,48,4
Florida businesses dealing with HurricaneIrma should register at amp; complete the Damage Assessment online. ,Damage,Florida,"Florida, HurricaneIrma, [Ample City]",4.9559,49,11
Flood warning for Northwesterm Marion Country til 9pm. ,"warning, Flood",Marion,"Northwesterm Marion, Canada",4.7718,44,6
FOXNEWS reports Happening Now POTUS arrives in Florida to tour Irma damage. ,damage,Florida,"Florida, Irma",3.2867,47,3
Hurricane Irma Authorities beg Florida Keys residents to evacuate in few remaining hours ,,Florida,Florida Keys,3.4398,45,2
"Hurricane Irma Quarter of Florida Keys homes destroyed, US officials estimate ",destroyed,Florida,"Florida, Florida Keys Quarter",7.3836,44,5
Floods Don t Have to Be As Bad as Harvey. Why Can t America Figure It Out? ,,Harvey,"Harvey, America",4.3293,52,4
breaking Volusia County residents now eligible to apply for aid under FEMA irma ,,Volusia County,"Volusia County, Now",4.3484,47,6
I wonder if we couldnt experiment with upgrading infrastructure in the storm damaged areas following Harvey and Irma? ,,Harvey,storm damaged areas,3.0595,51,3
"chrislhayes Why isnt anyone talking about Mexico? Hurricane, earthquake, 95 dead. ? ! ? ! ? ! ? ",earthquake,Mexico,"Mexico, Hurricane, Earthquake",24.0183,58,6
UAE gives 10 million worth of emergency amp; humanitarian aid to people affected by Hurricane Irma in the Caribbean islands ,emergency,,"UAE, Caribbean Islands",3.9695,54,5
"Weve got your back, Florida. Talk Text Data relief for ALL FL customers 9 9 9 11. Stay tuned for Irma updates. ",relief,Florida,"Florida, Florida",4.8806,62,3
"WATCH In the Florida Keys tonight, a resident tells GadiNBC that 70 80 of some 100 homes are totaled by Hurricane Irma. ",,Florida,"Florida Keys, Gadi NBC",5.3093,60,6
Gov has declared a state of emergency for Virginia to prepare for HurricaneIrma amp; provide aid to impacted states ,emergency,Virginia,"Virginia, Hurricane Irma, impacted states, United States",14.9465,53,10
US government acknowledges European support including eumetsat Harvey and Irma hurricane efforts. ,"efforts, support",Harvey,"Europe, eumetsat Harvey, eumetsat Irma hurricane efforts",3.8653,47,15
Atlanta welcomes HURRICANE Irma evacuees FWCWeather ,,Atlanta,Atlanta,3.637,44,1
Still so much flooding in NE Florida ,,Florida,"NE Florida, flood",3.0997,38,4
1 Some Immokalee immigrant families are deciding to evacuate and drive north if they own a car or stay in a shelter ndn HurricaneIrma ,shelter,Immokalee,"Immokalee, NH, Hurricane Irma",4.1096,61,9
Check out damage to Florida keys here. You can get to street level. Amazing how some areas suffered so badly. ,damage,Florida,"Florida, street level",11.7643,54,4
Storm surge already causing flooding in Florida ahead of Irmas landfall. ,,Florida,"Florida, the Gulf Coast of Florida",4.5137,45,7
My car been through so much. 1 got keyed in dallas 2 got some flood water in it 3 got rear ended today ,flood,dallas,"Dallas, Houston, Austin",4.4201,59,5
Two parrots seek shelter at the edge of a 22nd floor window at Dadeland Marriott in Kendall HurricaneIrma ,shelter,Kendall,"Dadeland Marriott, Kendall, Hurricane Irma",3.804,56,9
Assam Ramdev under fire for sending expired products to Majuli flood victims ,"flood, fire",Assam,Assam Majuli,4.7175,46,4
Hurricane Irma relief President Clinton visits Miami shelter Miami Herald a true loving president ,"shelter, relief","Miami,  Miami,  Clinton","President Clinton, Miami, shelter, Miami Herald",4.1058,46,9
