text,disaster,gpe,detected_gpe,response_time,query_tokens,response_tokens
"Sharing my condolences to all victims amp; survivors of devastating earthquake in Turkey amp; Siria. Please donate to Britishredcross, Unicef amp; DECappeal to help survivors of TurkeyEarthquake rebuild their lives again. Be resting well as angels in eternal peace ",,"Turkey,  Siria","victims, survivors, Siria, Britishredcross, Unicef, DECappeal",3.6469,86,21
Turkish socialists blame government for scale of earthquake deaths Turkey earthquake ,,Turkey,"Turkey, Earthquake",6.7848,44,4
"Please lend a helping hand to Turkey, we are in a very difficult situation. Turkey deprem earthquake ABaerbock kmitsotakis EmmanuelMacron GiorgiaMeloni vanderbellen alexanderdecroo markrutte Jeremy Hunt sanchezcastejon KlausIohannis ",,"Turkey,  Turkey","Turkey, ABaerbock, Empanol, Meloni, Vanderbellen, Alexander Decroo, Mark R utto, sanchezcastejon, KlausIohannis",8.4393,91,39
More than 2400 people died in Turkiye because of high magnitude earthquakes. These are the visuals from earthquake striken area. Turkey earthquake ,,Turkey,"Turkish Republic, Turkey",4.9466,59,5
"Turkey updates earthquake toll to 2, 379 dead and 14, 483 injured via AFP Related story ",,Turkey,Turkey and Tahurkhan,9.8178,53,6
Here are reputable charities to donate to help those impact by the earthquakes in Turkey. hasanthehun is from Turkey and has many contacts to verify your money is going to the right place! turkey turkeyearthquake TurkeyQuake hasanpiker earthquake ,,"Turkey,  Turkey,  turkey","Turkey, Turkish Earthquake, Turkish Quake, Turkey Earthquake",3.016,82,13
Which Anime Dad Would You Rather Have? GRAMMYs Turkey earthquake anime ,,Turkey,"Turkey, Turkey earthquake",5.546,46,4
Pray for Syria and Turkey ,,"Syria,  Turkey","Syria, Turkey",5.2657,37,4
Even war has a theater . theworldisastage playyopart earthquake Turkey GRAMMYs PrayForTurkey loveisland actorslife ,,Turkey,"earth, turkey, life",6.1705,61,5
We need to help the people in Syria too. earthquake ,,Syria,"Syria, the people",6.9424,42,5
Prayers for Turkey Syria earthquake PrayForTurkey ,,"Syria,  Turkey","Turkey, Syria",4.0795,41,3
Lift all US sanctions imposed on Syria now! ! You war criminals have enough blood on your hands! Stop blocking aid to Syrians! ! ! Sanctions are an unhurried act of war. No to endless US sanctions and wars! Shame on you murderers! POTUS VP WhiteHouse ,,Syria,"The key locations identified from the provided text are:, - Syria, - USA, - France, - Russia, - Canada, - Switzerland, - Italy (from the context of US sanctions), - Austria, - UK, - Germany, - India, These locations are identified based on the geographical terms or contexts mentioned in the sentence.",21.7102,89,66
"Earthquakes aren t just a single event, often followed by many smaller earthquakes. Shown here are the individual recorded events in Turkey the last 24 hours. Turkey TurkeyQuake TurkeyEarthquake Created using ",,"Turkey,  Turkey",Tur QUAK ET,10.8752,73,4
"M7.8 earthquake occurred in Turkey on February 6th, and many casualties have occurred. In response to request for assistance from the Turkish govt, the first batch of 18 members of Japan Disaster Relief Team rescue team immediately set off for Turkey. TurkeyEarthquake ",,"Turkey,  Turkey,  Japan","In the sentence ""M7.8 earthquake occurred in Turkey on February 6th, and many casualties have occurred,"" the locations identified are ""Turkey.""",5.5566,86,31
stay strong Turkey Prayers for the departed souls . . ,,Turkey,Turkey,5.7248,42,1
"Historical site damaged Aleppo cause of MiddleEast earthquake, while casualties R report ed 3000 a 3500 ",,Aleppo,"Acello, Macedonia, Geography",12.8035,54,7
"The news from Turkey and Syria is too awful. Going to bed tonight with a heavy heart thinking of those bereaved, injured, trapped or without anywhere to shelter this night Turkey Syria earthquake ",,"Syria,  Syria,  Turkey,  Turkey","Turkey, Turkey, Syria",3.7714,68,5
"IOC President Thomas Bach said affected communities in Turkey and Syria would be supported by those in sport, with over 3, 000 people confirmed dead so far ",,"Syria,  Turkey,  Bach","Turkish: Turkey, Turkish: Syria",3.6009,62,8
"syria is out of the range of air activities and air planes so far, only turkey on the map. Thank you Syria earthquake PrayforSyria SyriaNeedsHelp ",,"syria,  Syria,  turkey","syria, turkey",3.7595,65,4
"Fowards morning, Turkey was hit by an earthquake reaching magnitudes of 7.7, which is believed to be the strongest to hit turkey since 1939. Over the 1400 people have died expected to increase more , several thousands are injured and turkey HelpTurkey earthquake ",,"Turkey,  turkey,  turkey","Turkey,morning",6.7412,87,3
Close call in Turkey Mosque stood strong in the face of the TurkeyEarthquake Turkey ,,"Turkey,  Turkey","Turkey, Museum, Earthquake",6.2287,47,6
Help for TURKEY earthquake TURKEY TurkeyQuake TurkeyEarthquake ,,"TURKEY,  TURKEY","Turkey, the Marmara Islands, the Bosphite Craton, Istanbul, Izmit, Turkey",7.9068,46,21
"Please consider donating for Syria and Turkey, this is a fund that donates to reputable charities in both countries Link TurkeyEarthquake Turkiye turkiyeearthquake Syria earthquake Syria SyriaNeedsHelp HasanAbiForTurkeySyriaEarthquakesFund ",,"Syria,  Syria,  Syria,  Turkey","Country Syria, Country Turkey, Country Turkey, Country Turkey",9.043,79,11
Who s to say that all the constant bombardment by Russia on Ukraine has not had an affect to what has happened in Turkey and Syria StopRussia Turkey UkraineRussiaWar evil putin ,,"Syria,  Turkey,  Turkey,  Russia,  Ukraine","Russia, Ukraine, Turkey, Syria",4.8085,67,7
"Hello Everyone, 1 18 Death toll rising after earthquakes in southeast Turkey, Syria Turkey Syria Earthquake Disaster FirstResponders ",,"Syria,  Syria,  Turkey,  Turkey","Southeast Turkey, Syria",5.0748,56,5
Don t pretend like you actually care about us Kurds Turkey Syria governments see the bad qualities of our buildings to be that easy to ruin freekurdistan TakeMyHand Kurdistan is bleeding ,,"Syria,  Turkey","Turkey, Syria, government of Turkey, freefarkistan, TakeMyHand, Kurdistan",19.2731,67,18
"OutFarsi BBCBreaking BBCWorld SkyNews Turkey and Syria need global help, please report more about this catastrophic earthquake. Turkey ",,"Syria,  Turkey,  Turkey","OutFarsi, Turkey, Syria, SkyNews",7.681,56,10
Can t imagine the feeling of surviviors still desperately looking for their loved ones in the rubble. The scale of the devastation is unprecented. Thousands more are feared dead. Donate to the International Committee of the Red Cross or Doctors Without Borders. Turkey Syria ,,"Syria,  Turkey","rubble,donate to...,Turkey,Syria",9.0075,83,11
Absolutely heartbroken for those in Turkey and Syria. Some of those videos are just horrific! ! Thoughts and prayers go out to each and every one of them and families that have loved ones out there Turkey Syria ,,"Syria,  Syria,  Turkey,  Turkey","Your response already correctly lists locations as ""Turkey"" and ""Syria,"" separated by a comma, which meets your request. The additional punctuation (""! !"") may have been used for emphasis or formality but is not part of the actual content to be listed. Your response successfully acknowledges this.",9.6472,72,59
"Syria , aftermath 0f privet villa house in the town of Sarmada M 7.8 earthquake ",,Syria,"""Syria,Town of Sarmada,M 7.8 Earthquake"", This structure lists each significant location clearly separated by commas without adding extra details.",7.0351,55,32
AndrewmitchMP Diop IFC DavidMalpassWBG SamanthaJPower FCDOGovUK What are you doing to provide finance amp; support all the earthquake victims in Syria and Turkey ? ? ,,"Syria,  Turkey","Syria, Turkey",7.1925,71,4
SubhanaAllah the Earthquake in Syria and Turkey is so devastating Ya Allah have mercy on their souls Inna lillahi wa inna ilayhi rajioun. Turkey PrayForTurkey Syria earthquake ,,"Syria,  Syria,  Turkey,  Turkey","Syria, Turkey, Rajou",6.0694,74,7
"I heard some on social media complaining why Lebanon is sending personnel to help Turkey when Lebanon needs much help. Regardless of political leanings, Turkey has been at the forefront of countries providing humanitarian aid to Lebanon! So this modicum of help is appropriate! ",,"Turkey,  Turkey,  Lebanon,  Lebanon,  Lebanon","Turkey, Lebanon",6.2528,81,3
I can t believe what happened in Turkey I m sending all my love and prayers to everyone in Turkey TurkeyQuake Turkey TurkeyEarthquake PrayForTurkey ,,"Turkey,  Turkey,  Turkey",Turkey,6.7818,62,1
"Iraqi Shia cleric Muqtada Al Sadr says if the Arab amp; Islamic states took an honorable position against the burning of Quran, God wouldn t have send the destructive earthquake, to Turkey Syria Wait What? Why would God punishes Muslims bc of a fanatic burned Quran in Sweden? ",,"Sweden,  Syria,  Turkey","Iraq, Turkey, Syria, Sweden",5.8314,89,7
"Hundreds of thousands of people across Turkey amp; Syria are affected by this earthquake, but people in areas already devastated by years of conflict face additional challenges, including 4 million people living in deplorable conditions in opposition held NW Syria. WithSyria ",,"Syria,  Syria,  Turkey","Turkey, Syria, North Nizarnah",15.4803,81,9
Looks to me that BDS is suspended until further notice. Syria Syria earthquake Israel Turkey TurkeyEarthquake ,,"Syria,  Syria,  Turkey,  Israel","Syria, Israel, Turkey",4.7565,50,6
"India has sent 2 NDRF teams and medical assistance to Turkey , Syria earthquakeinturkey earthquake earthquaketurkey TurkeyQuake Syria TurkeyEarthquake ",,"Syria,  Syria,  Turkey,  India","India, NDRF teams, Turkey, Syria",5.8481,63,10
I m speechless Allah Bless amp; heal them . . . Turkey TurkeyEarthquake TurkeyQuake sad community Syria Syria earthquake ,,"Syria,  Syria,  Turkey","Turkey, Turkey, sad community, Syria, Syria",10.2321,56,10
"even small amount of donation can help us so much. 1 18 Turkish Liras 1 20 Turkish Liras 1 22 Turkish Liras paypal dgulrana gmail. com any help and donations will be appreciated, all proofs of donations will be shared after they re sent to AFAD Turkey deprem ",,Turkey,"18 Turkish Liras, 20 Turkish Liras, 22 Turkish Liras, dgulrana gmail.com",5.4932,97,23
"Dear Friends please help to RT! WE NEED HELP! ! ! ahbap is an NGO that is trustworthy and very effective. They have donation accounts for USD, EUR, and GBP. deprem earthquake Turkiye ActuallyAutistic AcademicTwitter disaster help Turkey ",,Turkey,Turkey,6.2912,83,1
"For our brothers in Turkey, we will be donating ETH and USDC earned from our next 2 raffle to the relief efforts for the victims of this terrible natural event. Please join in and help bring aid to these people in need TurkeyQuake earthquake TurkeyEarthquake cryptotrading ",,Turkey,"Turkey, ETH/USDC donations, Turkey in the context of the event, Turkey due to the event",7.6754,88,21
he collaborated with the most trusting organizations in turkey ahbap you can easily donate here. 1 is almost 20 which makes foreign currency donations really valuable! ! ! Turkey ,,"turkey,  Turkey","Turkyst, AHBAP/AHAPO, donate here",8.6187,66,13
"Didn t you ask yourself that these severe earthquakes, in Khoy city of Iran, Turkey and Syria, is it possible that the criminal Russia and dictator Putin used the deadly HARP device! RTErdogan POTUS ZelenskyyUa tcbestepe EmmanuelMacron earthquaketurkey earthquake ",,"Syria,  Turkey,  Russia,  Iran","Khoy City, Iran; Turkey; Syria",7.7001,92,9
My thoughts and prayers are with the people of Turkiya and Syria earthquake ,,Syria,"Turkey, Syria, Turkiya",6.0384,46,7
They did not have the time to comprehend what was happening Let s pray for the people of Turkey and Syria who lost everything and those who can still be saved PrayForTurkey HelpTurkey HelpSyria PrayForTurkey PrayforSyria Turkiye TurkeyQuake TurkeyEarthquake ,,"Syria,  Turkey","Turkish, Syriats, Turkey, Syria",24.2161,88,10
Earthquake Turkey Syria ,,"Syria,  Turkey","Turkey, Syria, Earthquake",4.6622,35,6
"vonderleyen natgavrilita Turkey was one of the main sources of energy for the EU after the sabotage of the Nordstream gas pipeline. . . Now the earthquake EU is facing real shortages as the gas pipeline in the AmikPlain in Hatay, Turkey burst under the force of the earthquake. ",,"Turkey,  Turkey","vonderley, northstrom, turkey, nordstream, hatay, erdos",8.5243,94,17
Sending prayers to Adana Turkey Count your blessings ,,"Adana,  Turkey",Adana Turkey,7.1452,40,3
Pray for the people of Turkey. May there be no further loss of life. ,,Turkey,"Turkey, people",7.184,48,3
"Since when there is no Turkey but Turkiye? AlJazeera. Whatever, dramatic news from south eastern Turkey and Syria. earthquake ",,"Syria,  Turkey,  Turkey",Turkish and Syrian areas.,5.9262,57,6
"TurkeyEarthquake TURKEY QUAKE Turkey death toll stands at 2, 379 and 1, 444 in Syria 14, 483 injured in Turkey, 3, 531 in Syria Turkey has rescued 7840 people from under rubble 6, 217 buildings destroyed in Turkey WHO says as many as 20, 000 people may have died. Turkey Turquia ",,"Syria,  Syria,  TURKEY,  Turkey,  Turkey,  Turkey,  Turkey,  Turkey","Turkey, Syria, Turkey ( death tolls ), Turkey ( injured count ), Turkey ( destroyed buildings ), Turkey ( rescued people ), Syria ( death tolls ), Syria ( injured count ), Turkey ( total deaths ), Turkey ( WHO statement )",9.6258,111,46
Turkey sending u . ,,Turkey,Turkey,6.1872,35,1
"Pray for Syria The death toll from the earthquake that hit Syria rises 656, and 1419 injuries. ",,"Syria,  Syria","Syria, Syria",4.5753,54,4
"Nature s untameable force unleashed Heartbreaking footage of huge buildings amp; tower blocks, simply collapsing during night Over 3000 people feared dead, including at nearby Refugees camp across border in Syria TurkeyEarthquake itvnews Newsnight ",,Syria,nature nations huge structures nearby small town,8.005,79,7
"No damage expected in southern Ontario after 4.2 earthquake hits near Buffalo, N. Y. earthquake ny ",,Ontario,"Southern Ontario, Buffalo",3.2894,53,4
Massive Earthquake in Turkey and Syria felt in Palestine amp; Lebanon as well 2000 dead already Please Pray for TurkeyEarthquake TurkeyQuake Turkey ,,"Syria,  Turkey,  Turkey,  Lebanon",Turkish Earthquakes in several locations touched the faces of hundreds of thousands of people in Turkey and Syria 2000 years ago.,26.3951,63,27
To the attention of national countries Very urgent aid support teams should come to earthquake zones in Turkey. The earthquake zone is very wide. Please help for no more people die. NATO IHHen HumaneSociety Habitat org UNHumanRights earthquake deprem TurkeyQuake ,,Turkey,"Turkey, NATO, UNHumanRights, Habitat org, Earthquake zone",5.3349,85,14
"The fact that we re just talking about Turkey is sickening, it was two countries. Why boycott the other one. Aren t there humans there too? Chale the politics we re playing here is too much. Turkey Syria ",,"Syria,  Turkey,  Turkey","Turkey, Syria",5.0655,76,3
Heartbreaking Photo of The Day Turkey earthquakeinturkey ,,Turkey,Turkey,3.6111,42,1
Pray for Turkey Turkey TurkeyQuake TurkeyEarthquake Turkish earthquake earthquakeinturkey earthquaketurkey ,,"Turkey,  Turkey","Turkey, Turkish, earthquake, earthquaketurkey, earthquakesinturkey",21.5965,52,15
"Praying for turkey amp; Syria It s horrible what s happening, people dying on their sleep or losing their loved ones in the middle of the night it s horrifying! ! Turkey earthquake PrayForTurkey ",,"Syria,  turkey,  Turkey","turkey,turkeyamp; syria",22.7057,72,9
"JosepBorrellF JanezLenarcic Turkey was one of the main sources of energy for the EU after the sabotage of the Nordstream gas pipeline. . . Now the earthquake EU is facing real shortages as the gas pipeline in the AmikPlain in Hatay, Turkey burst under the force of the earthquake. ",,"Turkey,  Turkey","Turkey, Hatay",7.9865,96,4
100 of your donations to this fund will support TPF s Turkiye Earthquake Relief Fund and recovery efforts. Turkiye Earthquake turkey ,,turkey,Turky,14.1932,58,2
President VladimirPutin offered Russian assistance to Syria and Turkey after a major earthquake of magnitude 7.8 killed more than 500 people and injured thousands in the two countries ,,"Syria,  Turkey","Russia, Syria, Turkey",3.8205,64,5
"Student Abigail Taylor, who was due to visit Malatya, reports for NuachtTG4 from Istanbul Turkey earthquake earthquakeinturkey cork school ",,Turkey,"Malatya, Istanbul, Cork",8.7825,61,7
"The areas in northwest Syria, like Idlib and parts of the country under Turkish control, house people that have already been displaced up to 20 times over the course of the civil war and now find themselves without homes once again. earthquake ",,"Syria,  Idlib","northwest Syria, Idlib, parts of the country under Turkish control",4.9622,78,14
SIMPLE STEPS TO WIN Order for a fixed match now Make your payment Submit your confirmation to the admin Get the fixed matches STAKE amp; WIN BIG Enjoy your day amp; keep winning with us. ManCity GRAMMYs Turkey MetaRuffy ,,Turkey,"simple steps, fixed matches, stakeholders, get the fixed matches (which might refer to participation), stake amp; win big, mancity, grамmys, metauffy",6.9937,82,34
I would like to express my deepest condolences to all those people in Turkey and Sayria who have lost family members or friends in this tragic incident. I wish them a very happy and prosperous future. ,,Turkey,"Turkey, Sayria",4.6189,70,4
"narendramodi DrSJaishankar Please HELP SYRIA They also got hit by earthquake like Turkey amp; they are under brutal sanctions too, People can t even buy medicine. SYRIA need our help. ",,"SYRIA,  SYRIA,  Turkey","narendramodi, Turkey, SYria",6.9322,75,9
"17 hours have passed since the earthquake, there are many people under the rubble and the citizens are trying to save their relatives with their own means. They need urgent help. Turkey TurkeyEarthquake TurkeyQuake Turkey ",,"Turkey,  Turkey","Turkish places: Turkey, TurkeyEarthquake, TurkeyQuake",10.0123,73,13
I hear that there was a 3rd quake or major tremor in Turkiye True? Very sad to see the loss of lives in Turkey and Syria ,,"Syria,  Turkey",Turkish and Syrian,4.8101,62,4
No words. Only tears. Syria earthquake ,,Syria,Syria,4.2259,39,2
Love and hope to the people of Turkey amp; Syria and anyone with family there. earthquake ,,"Syria,  Turkey","Turkey,Syria",3.9874,49,4
Here s the thing California WILL have a very large earthquake at some point LOTS of our AFFORDABLE housing stock older apartments are these softstory earthquake vulnerable buildings Retrofitting them prevents displacement This 250m budget should be re added. ,,California,"To identify the specific locations discussed in the sentence, we focus on the entities that are directly referred or inferred to be places based on the context provided., ### Final Answer, 1. California, 2. Older Apartments, 3. Softstory Earthquake Vulnerable Buildings",49.1054,78,55
PLEASE SEND HELP TO TURKEY earthquake PrayForTurkey ,,TURKEY,"I, as the assistant, did not identify any additional locations beyond Istanbul.",5.9346,43,15
BREAKING Earthquake M4.8 Turkey ,,Turkey,Turkey,5.1253,40,1
You goin destroy your own peace tryna confront everything you peep PrayForTurkey DEPREMOLDU Terremoto Syria peace RealTalk ,,Syria,"Terremoto, Syria, Turkey",5.1685,61,7
Turquake. A new word for literature. turkey earthquake earthquakeinturkey ,,turkey,"turance, turkey, turukekya, inturka",5.3934,46,13
"PutinvsTheWest. If you haven t seen it watch it. Tonight s episode focused on Syria and how Putin wrongfooted the West, another step on the road to Ukraine. A chilling indictment of much that had gone before. ",,"Syria,  West,  Ukraine","Russia, Syria, Ukraine",6.3007,78,5
elonmusk Hi . . . there are too many people under the dent please help! ! ! deprem iskenderun Turkey hatay Kahramanmaras adana antep ,,"adana,  Turkey","Turkey, Kahramanmaras, Adana, Antep",8.9345,69,12
Sixth sense? Strange behaviour of birds caught on camera just before Turkey earthquake earthquake Turkey TurkeyEarthquake Turkiye Turkish TurkeyQuake turkeyhelp turkifsa Turquia Syria syriaearthquake Syria earthquake Syrian ,,"Syria,  Syria,  Turkey,  Turkey","Turkey, Turkish, TurkeyQuake, TurkeyEarthquake, Tur Aqua, Syria, Syria",4.1022,73,18
elonmusk please help Syria ,,Syria,Syria,3.6308,37,2
SashoBg2316 RReddingtn Terror Alarm Remember this cloud over Turkey at the end of January? Possibly some pre disaster testing. ,,Turkey,"RReddington, Turkey",5.8564,60,6
"more than 4, 000 thousand people died in Syria and Turkey, also many is under the rubble! It is raining heavily and the situation is going from bad to worse. Please help in praying and donating here to help the survivors PrayforSyria ",,"Syria,  Turkey","4,000 thousand people (Syria and Turkey), also many is under the rubble! It is raining heavily and the situation is going from bad to worse. Please help in praying and donating here to help the survivors PrayforSyria",5.3056,83,48
"More than 12, 000 people are injured in Turkey, while at least 3, 411 were injured in Syria. SyriaEarthquake TurkeyEarthquake ",,"Syria,  Turkey","Turkey, SyriaEarthquake, TurkeyEarthquake",3.98,63,9
"Today is supposed to be the best day of my life with Baekhyun s military discharge and his live setting the date for my party, but what happened is that since dawn I have been receiving bad news and living in a bad situation because of the earthquake that hit Syria and Turkey. ",,"Syria,  Turkey","Syria, Turkey",3.4536,89,4
"May god help you and protect you dear syria for many years now the syrian people have been suffering every day and this suffering is growing more and more. . war, earthquake, cold, hunger. . I hope god rewards you every tear that fell from your eyes with a thousand smiles Syria ",,"syria,  Syria",Syria,5.4146,90,2
Join us here for the updated stats on Turkey and Syria ,,"Syria,  Turkey","Turkey, Syria",2.9446,42,3
"USGS reports a M1.12 earthquake, 6 km E of Oak Bay, Canada on 2 6 23 17 10 25 UTC ",,Canada,"U.S., Canada, Oak Bay",12.6042,64,7
"elonmusk pls inform world people, a big eartquake in Turkey thousands are dead ",,Turkey,elonmusk eulertechnik.com turkey,5.3455,49,10
Pray for sriya and Italy earthquake earthquakeinturkey ,,Italy,"turkey, italy",5.1066,44,5
"At least 3, 452 people have died after a devastating earthquake ripped through Turkey and Syria, leaving destruction and debris on each side of the border. H. E Samia Suluhu Hassan SuluhuSamia, the President of Tanzania, sent her condolences following the disaster. Turkey Syria ",,"Syria,  Syria,  Turkey,  Turkey,  Tanzania","Turkey, Syria, Tanzania",7.5068,91,5
"More than 3, 500 people killed and thousands more injured early Monday after a devastating 7.8 magnitude earthquake in the region Read more americanmuslimtoday Syria turkey earthquake charity donate tragic crisis islam muslim relief aid ",,"Syria,  turkey","region,syria, turkey",8.6432,76,6
"syria is out of the range of air activities and air planes so far, only turkey on the map. Thank you Syria Syria earthquake SyriaNeedsHelp ",,"syria,  Syria,  Syria,  turkey","Syria,Turkey",3.7733,61,5
"A major earthquake of magnitude 7.7 struck southern Turkey and northwestern Syria, killing over two thousand people as buildings collapsed and triggering a search for survivors trapped in the rubble. earthquake earthquakeinturkey ",,"Syria,  Turkey","southern turkey, northwest syria",4.9338,72,8
Going to bed. Thoughts with all those devastated by events in Turkiye and Syria ,,Syria,"Turkish Turkey, English Syria",9.3216,47,6
Pray for Turkey and Syria PrayForTurkey Turkiye earthquakes Syria TurkeyQuake ,,"Syria,  Syria,  Turkey","Turkey, Syria",5.5943,48,3
"H. M. Gabriel the 1st, King of Elendor expresses his deepest feeling of condolences and closeness to the families of the victims of the devastating earthquake that hit Syria and Turkey today. ",,"Syria,  Turkey","Elendor, Syria, Turkey",4.5088,71,6
This prediction! Be4 three days. turkey Syria earthquake ,,"Syria,  turkey","Turkey, Syria, Be-four",7.1608,42,6
Why is Syria being forgotten ? ? ? This is not political it s a humanitarian situation. They need more HELP! Syria ,,"Syria,  Syria",Syria,6.2022,55,2
"The Syrian Civil Defense announced that the death toll from the earthquake in northwestern Syria has risen to more than 733 deaths and more than 2, 100 injured. The number is expected to rise significantly, due to hundreds of families trapped under the rubble. ",,Syria,"northwestern syria, hundreds of families",10.0763,83,8
Unbelievable damage Hard to imagine feeling this power of nature Turkey Syria ,,"Syria,  Turkey","Turkey,Syria",4.3917,45,4
For on the ground crisis relief in Turkey and Syria ,,"Syria,  Turkey","Island in Turkey, Aleppo in Syria",5.1489,41,8
"Our hearts go out to all of those affected by the devastating earthquakes in Turkey and Syria. We re praying for everyone involved. This is just so tragic, heartbreaking and extremely sad. PrayForTurkey earthquake HelpTurkey Syria ",,"Syria,  Syria,  Turkey","Turkishy, Syria",4.8431,75,5
The scenes from Turkey and Syria absolutely devastating My heart goes out to their people earthquake PrayForTurkey ,,"Syria,  Turkey","Turkey, Syria",4.3202,51,3
"The earthquakes left 14, 483 others injured in Turkey. earthquake earthquakeinturkey earthquaketurkey Syria ",,"Syria,  Turkey","Turkey, Syria,turkey",5.1316,54,6
"Would it be well supported to set up an Everton supporter funded gofundme for those effected by the recent earthquake in Turkey? Based on my experience of Evertonians supporting others, I think we could really help those who need help right now AllTogetherNow ",,Turkey,"Orvin, AllTogetherNow",5.6332,81,6
Our prayers amp; thoughts are with the Syria amp; Turkiye EarthQuake amp; all violent disasters victims ,,Syria,"Syria, Turkey",6.5681,53,4
President Ashraf Ghani expresses his sympathy to the victims of the earthquakes in Turkey and Syria. TurkeyEarthquake Turkey Syria ,,"Syria,  Syria,  Turkey,  Turkey","Turkey,Syria",2.9608,55,4
Thousands died and tens of thousands have been injured in the massive earthquake across Syria but the Western sanctions and economic war against the Arab Republic has been infinitely more brutal and devastating and now impedes any meaningful recovery. ,,Syria,Syria,6.9833,72,2
Breaking Bill Gates Covid Genocide Criminal has bribed the corrupt Netherlands Fascist Dictatorship to confiscate the people s farms and sell them to him BillGates Netherlands DutchFarmers Dutch Amsterdam EuropeanUnion GRAMMYs earthquake Turkey Ukraine NATO USA ,,"Amsterdam,  Turkey,  NATO,  Netherlands,  Netherlands,  Ukraine","Breaking Bill Gates, Covid, Genocide, Criminal, has bribed the corrupt Netherlands, fascist dictatorship to confiscate the people's farms and sell them to him. BillGates, USA, UK, Turkey, Ukraine, NATO, EuropeUnion, GRAMMYs, earthquake, Turkey, Ukraine, NATO, USA",5.3054,81,64
"earthquake TurkeyEarthquake TurkeySyria President Recep Tayyip Erdogan said Turkey is facing the strongest disaster in a century. Speaking before the second quake, he said it was impossible to speculate about the final death toll. ",,Turkey,"Turkey,Syria",4.1255,76,4
"Prayers for Turkey, Syria, Lebanon Turkey ",,"Syria,  Turkey,  Turkey,  Lebanon","Turkish, Syrian, lebanese",4.8045,40,8
There was a very bad earthquake in Turkey. thousands of people are hungry and cold on the street please help MrBeast deprem Turkey Hatay hatayyardimbekliyor PrayForTurkey ,,"Turkey,  Turkey","Turkey, Turkey",4.8406,72,3
No more waiting for Starlink satellites for communication elonmusk Turkey deprem earthquakeinturkey ,,Turkey,"Turkey, inturkey",6.8587,52,5
Absolutely horrendous what has happened in Turkey amp; Syria. Happening in the middle of the night when most folk would have been in their beds asleep. earthquake PrayersForTurkey ,,"Syria,  Turkey","Turkey, Syria",4.4345,67,3
Will the AlboMP Australian Government be sending humanity aid to Syria and Turkey ignoring unjust Western imposed sanctions ? SenatorWong auspol earthquakeRelief ,,"Syria,  Turkey","Syria, Turkey",4.5811,60,4
"With more than 20, 000 people feared to be dead or dying, British aid workers are joining international charities in a race against time to save victims of two devastating earthquakes that hit Turkey today. tnewtondunn Turkey ",,"Turkey,  Turkey",Turkey,4.1088,77,1
My heart thoughts and prayers to those affected by the earthquake Turkey ,,Turkey,Turkey,4.9049,43,1
The demented idiot cannot spell Turkey JoeBiden Turkey StateOfTheUnionAddress ,,"Turkey,  Turkey","Turkey, JoeBiden, StateOfTheUnionAddress",5.3091,48,11
"Pray for Syria and Turkey An earthquake struck my country, Syria. My heart is with you, my country. syria turkey Earthquake ",,"Syria,  Syria,  syria,  Turkey,  turkey","Syria, Turkey, my country",3.4631,59,7
Pray for Turkey amp; Syria Earthquake In Turkey ,,"Syria,  Turkey,  Turkey","Turkey, Syria",3.6529,42,3
elonmusk TrungTPhan Turkey is in a difficult situation. Please help Turkey ,,"Turkey,  Turkey",Turkey,3.8695,49,1
May God Give Strength. Syria Turkey Turkiye SyriaTurkey ,,"Syria,  Turkey","Syria, Turkey, Tur Foley",13.3369,42,7
Saddest pictures on internet today Turkey PrayForTurkey Turkiye Tsunami Syria earthquakeinturkey ,,"Syria,  Turkey","Turkey, Turkey, Syria, Iraq (as in the Tsunami event), Turkey (as part of the earthquake-related activities)",7.7593,51,25
Now we need as much financial assistance as you can to help earthquake victims in Syria and Turkey We will receive donations through digital currencies and money transfers to Perfect Money USDT TRC20 TQmZSJmzAuLYTb3DJeew5sLwFVH8j2fVnP Perfect Money U37669764 BTC Turkey ,,"Syria,  Turkey,  Turkey","USDT TRC20, Perfect Money U37669764 BTC, Turkey",5.8952,103,15
"Tarm News daily news summary for February 6, 2023. breakingnews news dailynews TurkeyEarthquake TurkeyQuake syria usa ukraine russia Read ",,"russia,  syria,  ukraine","Turkey, Syria, USA, Ukraine, Russia",5.8676,65,9
At Elefsina Airport The mission ready for departure to provide assistance to the earthquake stricken Turkey We assist in every way in the efforts to deal with the consequences of the catastrophic earthquake in order to save lives Turkiye earthquake PrayForTurkey ,,Turkey,"Elefsina Airport,Turkey,We assist in every way in the efforts to deal with the consequences of the catastrophic earthquake.To save lives,TurkishPrayForTurkey,Turkish earthquake PrayForTurkey",8.6479,79,43
"Don t ever forget. . you re not a machine; you can pause, you can stop, you can change, and you can transform whenever you need to. Food Russian Ukraine Live work Somalia Syria Libya GRAMMYs Africa carribbean ",,"Syria,  Africa,  Libya,  Ukraine,  Somalia","Don't never forget. . You're countryCaribbean; you can pause, you can stop, you can change, and you can transform whenever you need to. Food Russia Ukraine Live work Somalia Syria Libya GRAMMYs Africa CountryCaribbean",14.8796,80,49
My pray for all affected people by the earthquake in Turkey amp; Syria May Allah save us! PrayForTurkey PrayForSyria ,,"Syria,  Turkey","Turkey, Syria",14.7846,59,3
