text,disaster,gpe,detected_gpe,response_time,query_tokens,response_tokens
"MONSTA X, Like Bonsang They Received, Their Words Of Comfort To Mexico Earthquake Shone 2017 Soribada Awards ",Earthquake,Mexico,Mexico,5.8221,59,1
RT VICEUK Powerful Earthquake Slams into Mexico City ,"Earthquake, Powerful",Mexico City,Mexico City,3.1574,43,2
Mexico City Earthquake Should Raise Questions About Building Safety ,Earthquake,Mexico City,Mexico City,5.1817,41,2
Guatemala earthquake with 6.9 Magnitude felt across border in Mexico ,"felt, Magnitude, earthquake","Mexico,  Guatemala","Guatemala, Mexico, and the border area across which the earthquake affected both countries.",2.2954,46,17
Venezuela sends USAR team to Mexico after earthquake. Thanks! ! ,earthquake,"Mexico,  Venezuela","Venezuela Country, Mexico",3.896,46,6
Keep Mexico in your thoughts! earthquake ,"earthquake, thoughts",Mexico,Mexico and earthquake,15.733,38,3
"Mexico City earthquake 6 ways to help victims, from Airbnb to GoFundMe via FastCompany ",earthquake,Mexico City,"Mexico City, 6 ways, Airbnthood, GoFundMe, FastCompany",5.9664,50,17
Earthquake Hits Mexico BET Breaks ,Earthquake,Mexico,"Mexico, BET",4.2724,38,3
CBN Humanitarian Helps Mexico Earthquake Victims ,Earthquake,Mexico,"CBN, Mexico, Earthquake Victims",5.5352,40,8
Israeli trained volunteers aid rescue efforts following Mexico earthquake ,"earthquake, efforts, rescue, volunteers",Mexico,"Mexico, Israel",5.8696,40,3
"Earthquake sismo possibly felt 2 min ago in Estado De Mexico, Mexico. Felt it? See ","Felt, felt, Earthquake","Mexico,  Mexico","Enero, Mexico",4.2453,53,4
Rescue crews in Mexico City are still trying to reach survivors of yesterday s earthquake KIISnews Brooklyn Ross ,"earthquake, Rescue",Mexico City,"Mexico City, survivors",4.2851,53,4
the earthquake in mexico is devastating topos is saving many lives right now visit topos. mx and share this link ,"devastating, earthquake",mexico,mx topos,6.7016,54,3
. SalmaHayek launches a fundraising campaign for Mexico earthquake victims ,earthquake,Mexico,Mexico,2.7958,44,1
Christian agency worker horror at Mexico earthquake A World Vision worker in Mexic. . . ,earthquake,Mexico,"Mexico, Mexic.",28.59,48,5
"7.1 Mw earthquake near Rabosco, Mexico; GCCapitalIdeas cat report reinsurance ",earthquake,Mexico,"Mw earthquake near Rabosco, Mexico; Ghana",3.2394,53,11
RT Eloisa Amezcua easy steps to donate amp; help in Mexico s earthquake relief ,"relief, earthquake",Mexico,"""MEXICO""",5.2817,50,4
"In Mexico City, rich and poor had little in common. Until the earthquake hit. ",earthquake,Mexico City,Mexico City,3.9638,48,2
Mexico needs earthquake assistance. Can Trump let go of his grudge for a minute? ,"assistance, earthquake",Mexico,Mexico,8.6378,48,1
A minute of silence for an earthquake in Mexico ,earthquake,Mexico,"Mexico, an earthquake in Mexico",4.96,40,6
"Shawn Mendes, Ricky Martin Cancel Concerts Following Mexico City Earthquake Embalajedigital ",Earthquake,Mexico City,"Mexico City, Digital",3.4948,51,4
South Bay Latino community devastated by Mexico earthquake destruction sanfrancisco ,earthquake,Mexico,"South Bay, Mexico, San Francisco",4.4572,44,7
Powerful wide ranging earthquake kills at least 200 in Mexico; thousands flee in panic ,"panic, earthquake, Powerful",Mexico,Mexico; thousands,2.9408,48,3
The number to call to check on family impacted by earthquake in Mexico KPRC2 ,earthquake,Mexico,"Mexico, KPRC2",5.1566,48,6
Could an earthquake in Mexico trigger one in California? via taketwo ,earthquake,"California,  Mexico","Mexico, California",7.8589,45,3
RT RockCheetah news Mexico Volcano Erupts Following Earthquake ,"Earthquake, Volcano",Mexico,Mexico,3.3513,46,1
Over 20 children found dead during post earthquake rescue at Mexico City school ,"rescue, earthquake",Mexico City,Mexico City,6.4678,45,2
Experts in Vancouver look to Mexico for earthquake lessons. nafeesakarim has details. ,earthquake,Mexico,"Vancouver, Mexico",3.3447,50,4
Mexico Earthquake What travelers need to know WednesdayWisdom ,Earthquake,Mexico,"Mexico, Earthquake",4.4048,42,4
Dear TheFashionLaw ZerboJulie please share if you want to help Mexico s earthquake victims. ,earthquake,Mexico,Zeroth person singular indefinite article zeroeth; Mexican word zerbo julie; ZerboJulie.,3.2164,52,22
Mexico earthquake hits close to home for many Floridians ,earthquake,Mexico,"Mexico, the earthquake in Mexico, Floridians",2.4636,42,10
Skype makes calls free to affected regions of Mexico after deadly earthquake ,earthquake,Mexico,"Mexico, affected regions of Mexico",2.9983,44,6
COMING UP AT 6 The latest on the deadly earthquake in Mexico. At least 225 lost their lives. ,earthquake,Mexico,"Mexico, Mexico City",4.5064,54,4
Trump offered condolences and assistance to Mexico after devastating earthquake ,"earthquake, devastating, assistance",Mexico,"Country, Mexico, Diploma",4.0691,41,5
It was a privilege to interview Philly s consul for Mexico about how to help earthquake victims. phillydotcom ,earthquake,Mexico,"philip, phila, silicon valley",8.9209,53,8
Source Of Deadly Mexico City Earthquake Discovered Crazed Leftist Blame Trump ,Earthquake,Mexico City,Mexico City,4.0341,48,2
"In Aftermath of Devastating Earthquake, Mexico City Celebrates A Dog dog ","Earthquake, Devastating, Aftermath",Mexico City,"In, Aftermath of Devastating Earthquake, Mexico City",3.7487,48,13
Mexico earthquake Why buildings are suddenly collapsing ,earthquake,Mexico,"Mexico, earthquake, why, buildings, suddenly collapsing",5.0142,38,10
Matches of the Cup of Mexico are postponed because of a powerful earthquake ,"earthquake, powerful",Mexico,"Mexico, earthquake in",15.7124,44,4
RT theipaper Mexico earthquake Children trapped in school WhatsApp parents ,"trapped, earthquake",Mexico,Mexico,4.7962,43,1
All my family is there Boston restaurateur relieved after Mexico earthquake ,earthquake,Mexico,"Boston,Mexico",4.9448,43,4
Desperate search for survivors after powerful earthquake in Mexico ,"earthquake, powerful, search",Mexico,"Mexico, earthquake",3.0951,41,3
"Mexico Strong earthquake topples buildings, killing scoresA strong earthquake has struck central Mexico, killing. . ","earthquake, strong, earthquake, Strong","Mexico,  Mexico",Mexico Building Central Mexico,4.9321,51,4
Widespread Devastation as New Earthquake Rocks Central Mexico ,"Earthquake, Devastation",Mexico,Central Mexico,2.2773,44,2
joz WATCH The human tragedy of Mexico s 1985 earthquake gandhos ,"earthquake, tragedy",Mexico,"Mexico, girls",3.8165,47,3
Photos Mexicans show the world how to work together when an earthquake hits USRC ,earthquake,nan,"Mexico City, U.S. Army",4.8759,46,7
Salma Hayek Donates 100K to Mexico s Earthquake Victims and Implores Fans to Help ,Earthquake,Mexico,"Mexico, Earthquake Victims",6.2157,53,5
"A massive earthquake struck Mexico yesterday. If you re interested to help, please contact me. ","earthquake, massive",Mexico,Mexico,9.4493,49,1
People in Central Mexico face earthquake s grim aftermath ,"aftermath, earthquake",Mexico,Central Mexico,3.1471,40,2
Mexico Quake Moment Buildings Collapse Caught On Camera ,"Collapse, Quake",Mexico,"Mexico, Mexico City, Buildings, Collapse",5.4837,40,8
"Prayers to all affected by Irma, Maria and the Mexico earthquake! Mother Nature seems pissed off at us all! ",earthquake,Mexico,"Mercedes, Caenoractone, Pacific Ocean",7.8934,54,10
Facebook donates 1 million to aid victims of Mexico earthquake ,earthquake,Mexico,"Mexico, Canada",4.2384,43,3
Mexico earthquake kills five at one of the country s top universities sismo ,earthquake,Mexico,"Mexico City, Mexico",6.9794,45,4
Earthquake shakes Mexico City Here is what you need to know and how to help ,Earthquake,Mexico City,Mexico City,3.9527,47,2
Mexicans dig through collapsed buildings as quake kills 225 ,quake,nan,"Mexico, collapsed buildings",4.4621,42,4
"Walmart Foundation Announces 565, 000 towards Mexico Earthquake Relief and Recovery ","Relief, Earthquake",Mexico,mexico,5.1784,48,3
Investigations on image search on Mexico earthquake have Ss debating over a caption lies or not? JamesGrievePS ,"earthquake, search",Mexico,"Mexico, JamesGrievePS",2.3719,55,6
"ChicagoBill Hears Donald Trump Calls Mexico, Offers Assistance After 7.1 Earthquake ","Earthquake, Assistance",Mexico,"Mexico, Earthquake",4.4548,49,4
Inside the Inspiring Citizen Response to Mexico s Earthquake ,Earthquake,Mexico,"No specific locations such as country, city, or local area are mentioned in the provided sentence.",4.5373,42,19
LDS church issues statement after earthquake hits Mexico ,earthquake,Mexico,"LDS Church, Mexico",2.8462,40,5
MLB mascot recounts terror of living through Mexico City earthquake ,earthquake,Mexico City,Mexico City,1.9859,42,2
Mexico s earthquake at street level What one man saw ,earthquake,Mexico,Mexico street level,4.3857,41,3
Unconsolidated soil partly to blame for Mexico City earthquake KSATnews ,earthquake,Mexico City,"soil, Mexico City",6.4695,46,5
RT TheTicoTimes Costa Rica stands at the ready to help Mexico however it can. ,,"Mexico,  Costa Rica","Costa Rica, Mexico",3.0245,49,5
Mexico earthquake picked up by University of Iowa seismometer KWWL ,"seismometer, earthquake",Mexico,"Mexico, university of iowa seismometer, kwwl",4.2345,45,13
Thousands Of Injuries Overwhelm Mexico City s Hospitals After Devastating Earthquake ,"Earthquake, Devastating, Injuries",Mexico City,"Mexico City, Mexico City",5.7925,48,5
Mexico Earthquake Little Boy Describes Horrifying Esca. . . News ,Earthquake,Mexico,"Mexico, Little Boy, Escaúltula",3.5438,47,10
PROJECTCURE sending medical supplies for Mexico earthquake assistance. ,"assistance, earthquake",Mexico,Mexico,3.9264,42,1
"Yesterday, Mexico was hit by a powerful earthquake ","earthquake, powerful",Mexico,Mexico,2.9573,40,1
"This is Frida , she has saved 52 people so far in Mexico s Earthquake ",Earthquake,Mexico,"Frida, People, Mexico, Earthquake",4.993,49,10
New post Massive earthquake rocks Mexico City has been published on Amashopping ,"earthquake, Massive",Mexico City,"new post, mexico city, amasha",6.0811,45,8
Mexico Earthquake A Prelude To Rapture . . . ,Earthquake,Mexico,"Mexico, Earthquakes",5.019,42,5
Taiwan offers help to Mexico after deadly earthquake strikes the country Taiwan News ,earthquake,"Taiwan,  Mexico,  Taiwan","Taiwan, Mexico, News",4.1036,45,6
2 hurricanes Lightning in L. A. Earthquake in Mexico ,Earthquake,Mexico,"The locations identified are Los Angeles and Mexico City, as well as the phrase ""2 hurricanes."", Final Answer:, 2 hurricanes, Los Angeles, Mexico City",6.0626,43,31
He is a survivor from Mexico s Earthquake. And a Muse s fan. muse MattBellamy Dominic Howard CTWolstenholme ,Earthquake,Mexico,"Mexico,Muse,CTWolstenholme",3.2,59,10
earthquake Mexico Earthquake Interview with eyewitness Kenan Onat ,"Earthquake, earthquake",Mexico,"Mexico, Kenan Onat",3.4058,43,6
Crews search for trapped girl after quake via mrslac2017 ,"quake, trapped, search",nan,"trapped girl, earthquake, mrslac2017",5.2005,46,11
"Battered, Not Broken Pictures of Mexico After the Quake ",Quake,Mexico,"Battered, Not Broken, Mexico",2.7663,43,7
"Author jason duaine hahn Mexico was hit by a devastating 7.1 earthquake on Tuesday, . . . ","earthquake, devastating",Mexico,Mexico,3.8704,55,1
OzarksFirst KOLR Springfield Woman s Family Survives Mexico Earthquake ,Earthquake,Mexico,"OzarksFirst, Springfield, Mexico",7.0591,47,8
Mass. Residents Open Their Hearts And Wallets To Earthquake Hit Mexico boston ,Earthquake,Mexico,"Mass., boston, mexico",4.4743,47,6
"Salma Hayek pledges 100, 000 to earthquake relief in Mexico ","relief, earthquake",Mexico,Mexico,4.2394,46,1
Boy recalls escape from Mexico City school after earthquake ,earthquake,Mexico City,Mexico City,3.3915,40,2
Survivors of Mexico City s earthquake land in Las Vegas with stories of horror and heroics ,earthquake,"Las Vegas,  Mexico City","Mexico City, Las Vegas",3.1267,49,5
S A F E B O Y E S ready to look for people after earthquake in Mexico. ,earthquake,Mexico,"Mexico,SAFEBody",6.0362,50,4
"Even into dark thousands of volunteers are out in droves, driven by a desire to help Mexico City earthquake victims ","earthquake, volunteers",Mexico City,"dark thousands, in droves, mexico city earthquake victims",2.9666,53,11
"In Passaic, an outpouring of concern after Mexico earthquake ",earthquake,Mexico,"""Paisan""",6.6759,44,4
Mexico earthquake A rush to save lives amid new national emergency CNN ,"emergency, earthquake",Mexico,Mexico earthquake A rush to save lives amid a new national emergency CNN,4.8958,43,13
Denver woman describes Mexico City earthquake ,earthquake,Mexico City,"Denver woman describes earthquake in [ Denver, Mexico City ]",4.4293,37,11
Rescue dogs ready to help after the earthquake in Mexico City animals aww dogs cats ,"earthquake, Rescue",Mexico City,Mexico City,4.0488,48,2
China sends condolences to Mexico following earthquake. ,earthquake,"Mexico,  China","The sentence includes the locations China and Mexico., Answer: China, Mexico",5.2093,39,14
Survivors of the deadly earthquake in Central Mexico travel to the Valley. rgv ,earthquake,Mexico,"Central Mexico, Valley",3.4619,47,4
Mexico earthquake Family mourns 11 dead after church falls at baptism ,earthquake,Mexico,"Mexico, Churcho, Baptism",3.3763,44,8
"Newsflash Hurricane Maria Makes Landfall, 7.1 Magnitude Earthquake in Mexico City ","Earthquake, Magnitude",Mexico City,"Mexico, Mexico City, Mexico City",4.0898,50,7
"As buildings collapsed in Mexico s capital, a Corpus Christi man took shelter five floors up ",shelter,Mexico,"Mexico City, Corpus Christi",5.1383,49,6
Report Powerful Earthquake Kills Hundreds In Central Mexico ,"Earthquake, Powerful",Mexico,"Central Mexico, Mexico",9.4685,40,4
RT SirZaw3 Sky chain too bright in Mexico before giant earthquake Today. ,earthquake,Mexico,Mexico,5.6763,47,1
Univision moved all their main anchors to Mexico City Earthquake ,Earthquake,Mexico City,"Mexico City, Earthquake",4.8669,44,5
"Death toll in Mexico s earthquake rises, rescue attempts continue hawaii ","rescue, earthquake, Death",Mexico,"Mexico, earthquake, Hawaii",3.0859,44,5
Salma Hayek Donates 100K to Aid Mexico Earthquake Victims via InStyle celebrity entertainment lifestyle ,Earthquake,Mexico,"Mexico, Earthquake Victims",3.3659,52,5
RARadio Israel sends aid to Mexico after devastating earthquake claims 248 lives ,"earthquake, devastating","Mexico,  Israel",Mexico,3.6144,45,1
Microsoft helps families of earthquake victims with free Skype calls to Mexico BetaNews ,earthquake,Mexico,"Earthquake victims, Mexico",2.4476,45,5
It makes me ache Milwaukee man collects supplies for earthquake ravaged Mexico City ,earthquake,Mexico City,"Milwaukee , Mexico City",3.5859,45,5
LDS Church confirms Mexico missionaries are safe following earthquake ,earthquake,Mexico,"Mexico, earthquake",2.9428,41,3
AZCENTRAL Mexico earthquake victims need your prayers and your help cybersecurity ,earthquake,Mexico,"AZCENTRAL ,Mexico",3.9132,44,5
Mexico Earthquake 2 Cathedrals Sustain Damage ,"Damage, Earthquake",Mexico,"Mexico,Cathedrals,Earthquake",4.8626,43,8
Working on a story about a valley doctor getting ready help earthquake victims in Mexico City. His story at 10 krgv ,earthquake,Mexico City,Mexico City,5.9458,56,2
Man from KC in Mexico City captured these photos of devastation following yesterday s earthquake. 200 dead ,"earthquake, devastation",Mexico City,"KC, Mexico City",4.0223,50,4
Mexico earthquake causes anxiety on Central Coast ,earthquake,Mexico,"Mexico, Central Coast",2.8182,38,4
"Meet frida, helping by looking for trapped people after the earthquake in Mexico. AyudaMexico FuerzaMexco ","earthquake, trapped",Mexico,Mexico,4.0018,55,1
Andiluv Getting stronger from a massive earthquake here in Mexico ,"earthquake, massive",Mexico,"Andiluv, Mexico",5.1383,43,5
The LAGalaxy donned black armbands during ATLvLA to honor those lost in Mexico s tragic Earthquake. FuerzaMexico ,Earthquake,Mexico,"Mexico, FuerzaMexico",8.2859,61,6
RT raulalbertoUSA I pray to all Mexico friends in this Earthquake September 19 2017 ,"Earthquake, pray",Mexico,"USA, Mexico",4.1391,54,3
7.1 magnitude earthquake kills 226 including 20 children in Mexico MG ,"earthquake, magnitude",Mexico,Mexico,2.6779,46,1
Anchorage woman with close ties to latest Mexico City earthquake ,earthquake,Mexico City,"Anchorage, Mexico City",6.0073,43,6
Very much disheartened mexico earthquake ,earthquake,mexico,"Mexico, earthquake",1.9619,38,3
Rain falls on rescue teams at Mexico school flattened by earthquake ,"earthquake, rescue",Mexico,"rescue teams, Mexico school",4.9908,42,6
"Earthquake in Mexico rocks PH Embassy, no Filipino casualty ",Earthquake,Mexico,"Mexico, ph embassy",4.1277,42,4
Volunteers propel Mexico City earthquake response ,"earthquake, Volunteers",Mexico City,Mexico City,3.7611,38,2
Parents consult lists of the living and the dead after earthquake destroys school in Mexico City . . . consult li. . . ,earthquake,Mexico City,"Mexico, Mexico City",3.5743,55,4
EDC Mexico Tickets Postponed Indefinitely Due to Recent Earthquake ,Earthquake,Mexico,"EDC, Mexico",3.5767,46,4
Houstonians try to reach loved ones in Mexico after deadly earthquake ,earthquake,Mexico,"Houstonians, Mexico",3.6028,43,4
Will the U. S. help after Mexico s most powerful earthquake in a century? ,"earthquake, powerful",Mexico,"Mexico City, U.S.",4.4796,48,6
Street breathing in Mexico during the earthquake ,earthquake,Mexico,"Mexico, earthquake",6.0184,38,3
WATCH Golden Retriever Saved After Mexico Earthquake ,Earthquake,Mexico,Mexico,2.3958,41,1
83 survivors rescued from collapsed buildings after earthquake hits Mexico ,earthquake,Mexico,Mexico,3.7496,41,1
Today you have the chance to support MexicoEarthquake victims with a retweet ,support,nan,"Mexico,MexicoEarthquake",3.5649,46,6
RT KCTV5 Royals mascot was in Mexico when earthquake hit ,earthquake,Mexico,"Mexico, when earthquake",5.4885,44,4
realDonaldTrump ricardorossello Lebst du notch? realDonaldTrump Mexico earthquake Puert Rico Dominca ,earthquake,Mexico,"Mexico, Puert Rico, Dominica",3.4594,51,8
MexicoCity earthquake deadly volcano ERUPTS after quake devastates capital city ,"quake, volcano, earthquake",nan,MexicoCity ERUPTS,4.5705,45,5
"The floor was rippling, professor who survived Mexico earthquake tells story ",earthquake,Mexico,Mexico,9.7717,44,1
Came across this on facebook. . . sad. . . comment made in response to the earthquake in Mexico. Ignorance hatred. ,earthquake,Mexico,Mexico,2.9322,59,1
You can support MexicoQuake victims right now ,support,nan,Mexico,4.8649,40,1
RT Reuters UPDATE Mexico s civil protection head lowers death count from earthquake to 216 people ,"earthquake, death",Mexico,"Mexico, city",5.2633,48,3
"Earthquake leaves hundreds dead, crews combing through rubble in Mexico ","rubble, Earthquake",Mexico,"Mexico, Mexico",5.4692,44,3
Artists send thoughts amp; prayers to Mexico City following the devastating earthquake. ,"earthquake, devastating, thoughts",Mexico City,Mexico City,8.263,46,2
Regular people turn anonymous heroes after Mexico earthquake ,earthquake,Mexico,Mexico,13.3926,39,1
forex MEXICO Strong earthquake death toll Rises To 217 has been published on Forex ,"death, earthquake, Strong",MEXICO,"""MEXICO""",3.3849,50,4
University of Chicago surgeon in Mexico City for lecture tells of surviving earthquake. ,earthquake,Mexico City,"Mexico City, University of Chicago",13.2445,45,6
Earthquake Mexico s Loss Renews Death Debate By Abiodun Giwa ,"Death, Loss, Earthquake",Mexico,Mexico,3.4153,46,1
Mexico Earthquake Race to Find Survivors under Collaps. . . ,Earthquake,Mexico,"Mexico, Earthquake",3.389,45,4
One worst Mexico s earthquake Tragedies unfolded Church ,earthquake,Mexico,"Mexico, Church",3.7052,41,3
Earthquake our friends in Mexico need your help too! BTC to 39iwbv5RzKFqWvHM9AH4NTj1KJ6Jgd8ShQ ,Earthquake,Mexico,Mexico,5.6299,71,1
Mexico quake kills at least 225; one girl found alive in school rubble USRC USRC ,"rubble, quake",Mexico,Mexico school,23.0817,50,2
"At Mexican School Hit by Quake, Heartbreak and Dwindling Hope by PAULINA VILLEGAS via NYT ",Quake,nan,"Mexican School, Dwindling Hope",4.8443,56,8
Calgary Herald Most violent earthquake I ve felt Calgarian recalls terror of. . ,"felt, earthquake, violent",nan,"Calgary, Herald, Calgarian, Terror",8.8536,48,10
"In Photos Mexico rocked by a 7.1 magnitude earthquake, buildings toppled ","earthquake, magnitude",Mexico,Mexico,15.3854,47,1
Peabody native survives earthquake in Mexico ,earthquake,Mexico,"Peabody, Mexico",2.194,39,5
Update on the Mexico Earthquake Aftermath rgvfox FoxMcallen ,"Aftermath, Earthquake",Mexico,Mexico Earthquake Aftermath,4.8182,46,5
245 Dead As School Collapse During Massive Earthquake In Mexico Naijapals Gistmania ,"Earthquake, Massive, Collapse",Mexico,"Mexico, Naijapals Gistmana",6.3773,50,10
The Smartphone App That Tells You An Earthquake Is About to Hit USnews USRC ,Earthquake,nan,"US News, USRC",3.5973,48,5
RT USRealityCheck Clock Is Ticking as Rescuers Race to Find Mexico Quake Survivors USRC ,Quake,Mexico,"US, Mexico, the USA",5.0257,53,6
Over 230 killed after Tuesday s earthquake in Mexico AMLive sabcnews ,earthquake,Mexico,Mexico,4.2007,47,1
Mexico Earthquake Stories Of Survival MX AZTECA ,Earthquake,"AZTECA,  Mexico","MX, Mexico; MX, MX; MX,AZTECA",3.927,41,13
Rescuers in frantic search for quake survivors ,"quake, search",nan,"rescuers,survivors",3.9638,40,6
New Mexicans getting word about loved ones after Mexico City earthquake ,earthquake,Mexico City,"Mexico City, New Mexico City",3.5419,42,6
Where to Donate to Mexico Earthquake Victims CDMX Sismomexico2017 SismoMX cdmxsismo ,Earthquake,Mexico,"CDMx, Sismomexico2017, SismoMX",8.6459,56,15
Mexico AMDA Emergency Relief Bulletin 1 Earthquake in Central Mexico humanitarian newzealand auckland ,"Earthquake, Relief, Emergency","Mexico,  Mexico",Mexico Central Mexico newzealand auckland,4.2271,50,8
Mexico earthquake Animals rescued from collapsed medical lab via FOX NEWS ,earthquake,Mexico,"Mexico, Querón",4.9043,42,5
Many Feared Dead or Trapped After Earthquake Topples Buildings Throughout Mexico ,"Earthquake, Trapped",Mexico,"Mexico, Feared Dead, Trapped, Earthquake, Topples, Buildings",3.1093,47,17
Mexico earthquake LA based nonprofit COFEM launches fundraiser to help relief efforts ,"efforts, relief, earthquake",Mexico,Mexico LA,2.9364,45,2
Metro Miracle of Mexico Children pulled from rubble of school destroyed in. . ,"destroyed, rubble",Mexico,"Mexico, Metro Miracle of Mexico",3.0259,45,6
RT IRIS EPO IRIS Special Event page for the Chiapas Earthquake MexicoEarthquake ,Earthquake,nan,"Mexico, Chiapas",3.1675,50,4
Earthquake amplification a factor in Seattle and Mexico City ,Earthquake,Mexico City,"Seattle, Mexico City",3.3723,42,4
At Salford for BBCBreakfast interview on Mexico earthquake. On air around 7 10. ,earthquake,Mexico,"""Salford, 7, 10""",4.289,52,10
The WorldView in 5 Minutes Earthquake in Mexico City Kills Over . . . via PodcastAddict ,Earthquake,Mexico City,Mexico City,2.6835,52,2
I felt my house jump up and down Irish woman shares horror of Mexico 7.2 earthquake ,"earthquake, felt",Mexico,"Irish, Mexico",6.5375,50,4
"Everything Has fallen Over 240 Dead In Mexico Earthquake, TISNews Click Link ",Earthquake,Mexico,"Mexico, Earthquake, Click, Link",10.0013,48,8
7.1 earthquake hits Mexico City on 32nd anniversary of 1985 quake tcot tlot maga ,"quake, earthquake",Mexico City,Mexico City,6.2963,54,2
May ALLAH protect us all. MughalSteel MughalSupreme earthquake Mexico MexicoCityearthquake life ,earthquake,Mexico,"Mughal Steel, Mexico City, Mughal Supreme",21.3158,54,12
Mexico politics refuse to donate 7 mil mdp of budget to earthquake disaster? ! ,"disaster, earthquake",Mexico,Mexico,2.2648,48,1
Mexico Earthquake Racing to Save the Life of a Little Girl Trapped in Collapsed School ,"Trapped, Earthquake",Mexico,Mexico Earthquake Little Girl Collapsed School,4.0607,49,8
Mexico earthquake rescuers work into night to save trapped TISNews Click Link ,"trapped, earthquake",Mexico,"Mexico, Mexico City",4.4113,46,4
Mexico earthquake affects families of Central Ohioans NBC4 ,earthquake,Mexico,"Mexico, Central Ohioans, NBC4",3.4814,41,8
"RT Slate After powerful earthquake, scenes of destruction across Mexico City ","earthquake, powerful",Mexico City,Mexico City,2.9082,43,2
"Mexico earthquake death toll rises to 230, hundreds of injured still trapped ","trapped, death, earthquake",Mexico,"Mexico, Mexico City, Santa Fe, Guanajuato",4.6396,45,12
Shakira Asks Fans to Assist Mexican Earthquake Relief Efforts ,"Efforts, Relief, Earthquake",nan,"mexico,ecuador",3.139,45,7
Keele s Dr Ian Stimpson has been on BBCBreakfast this morning speaking about the Mexico earthquake ,earthquake,Mexico,"BBC, Breakfast, Mexico",5.0611,53,5
Noma Mexico Earthquake Relief Dinner ,"Relief, Earthquake",Mexico,"Mexico,Noma",4.9406,38,3
Eleven family members die during baptism in Mexico earthquake centralMexico ,earthquake,Mexico,central_mexico,4.4715,43,3
Mexico desperately needs a better earthquake alert system ,"alert, earthquake",Mexico,"Mexico, earthquake alert system",3.0003,39,5
Trapped girl a symbol for Mexico s earthquake rescue efforts Breaking ,"efforts, rescue, earthquake, Trapped",Mexico,"Mexico,Santhi",6.4395,43,4
Geographical news The two earthquakes in Mexico ,,Mexico,Mexico,2.773,39,1
Paco Jemez helping out relief victims in Mexico after the earthquake. ,"earthquake, relief",Mexico,"Paco Jemez, Mexico City",4.118,46,8
"Mexico Earthquake by Luc Descheemaeke, from cartoonmovement ",Earthquake,Mexico,"Mexico, Earthquake, Luc Descheemaeke, from Cartoon Movement",8.225,45,15
Aftermath of Mexico earthquake that left 217 people dead Photos ,"earthquake, Aftermath",Mexico,Mexico,17.6326,43,1
Northern Ireland couple recalls terror of Mexico earthquake ,earthquake,Mexico,Northern Ireland,4.5541,39,2
RT fox5ny BREAKING Mexico civil defense chief lowers number of confirmed dead in earthquake to 217. AP ,earthquake,Mexico,"The locations in the sentence are:, **mexico, ap 04/30/2023**",7.2151,53,21
Mexico City F1 track intact after earthquake GPToday ,earthquake,Mexico City,"Mexico City, GPToday",4.6677,42,6
Delaware Restaurant Owner Recounts Moment 7.1 Earthquake Shook Mexico ,Earthquake,Mexico,"Delaware, Mexico",9.7926,48,4
Devastating earthquake in Mexico leads to race for survival ,"earthquake, Devastating",Mexico,"Mexico, New Mexico",4.7787,42,4
Arizona residents returning home from Mexico City talk about the deadly earthquake ,earthquake,Mexico City,"Arizona, Mexico City, Mexico City",3.8835,43,7
Rescuers work desperately to save schoolgirl buried alive by huge Mexico earthquake ,earthquake,Mexico,"mexican city, mEXICO",13.4337,46,8
Everyday Citizens Lend A Hand In Mexico City After Earthquake NBC Nightly News ,Earthquake,Mexico City,"Mexico City, NBC Nightly News",5.0478,48,7
Denver7 journalist recounts Mexico earthquake first hand; fund set up for Denver s . . . ,earthquake,Mexico,"Denver (capital of Colorado), Mexico",4.4303,49,7
Corpus Christi residents react to deadly earthquake in Mexico ,earthquake,Mexico,"Corpus Christi, Mexico",3.9495,42,6
Mexico Native Recalls Earthquake ,Earthquake,Mexico,Earthquake,3.6805,37,2
Talkback With CBS Manuel Bojorquez From Mexico City Following Devastating Earthquake ,"Earthquake, Devastating",Mexico City,"Mexico City, Manuel Bojorquez",3.0262,49,8
Survivors Recall Horror Of Mexico City Earthquake ,Earthquake,Mexico City,Mexico City,3.6034,40,2
Mexico searches for earthquake survivors against increasing odds ,earthquake,Mexico,"Mexico, earthquake survivors",4.1077,39,4
. ShawnMendes is forced to cancel Mexico concert after a deadly earthquake hits. ,earthquake,Mexico,"Shawn Mendes, Washington D.C.",5.1321,48,9
"Powerful earthquake jolts Mexico, sways buildings in capital ","earthquake, Powerful",Mexico,Mexico and its capital,4.6863,44,4
Dramatic video shows school children rescued from rubble after Mexico earthquake. 7News ,"earthquake, rubble",Mexico,"school in mexico, mexico earthquake",4.1811,48,6
Fissure made by earthquake in Mexico. Tap image to enlarge. ,earthquake,Mexico,Mexico,4.5977,45,1
"Good Morning Britain, ITV Tuesday s earthquake in Mexico is said to have killed at least 230 people . . . ",earthquake,Mexico,"Good Morning Britain, Mexico",3.3521,54,5
Mexico still open for tourists TravelNews Mexico Earthquake Tourism ,Earthquake,"Mexico,  Mexico",Mexico,5.6977,42,1
Rescuers in desperate search to save young girl trapped in Mexico quake rubble ,"rubble, quake, trapped, search",Mexico,Mexico,4.6492,46,1
What a coincidence horror earthquake now came in Mexico city at same date 29 Sept. as was 32 years before. ,earthquake,Mexico city,Mexico City,4.4021,55,2
