text,disaster,gpe,detected_gpe,response_time,query_tokens,response_tokens
"1, 000 Ground Self Defense Force Personnel Begin Rescue Operations in Affected Areas of Noto Peninsula Earthquake ","Earthquake, Rescue, Ground",Noto Peninsula,"Noto Peninsula, Earthquake",5.1736,53,6
"Earthquake Detailed Report 10 4 At around 7 02pm, an earthquake with a magnitude of 2.9 occurred near Noto, Ishikawa Prefecture at a depth of 10km. The maximum intensity was 1. There is no threat of a tsunami. earthquake ","earthquake, tsunami, intensity, depth, magnitude, earthquake, Earthquake","Ishikawa Prefecture,  Noto","Noto, Ishikawa Prefecture",4.8108,91,8
"Noto Peninsula Earthquake Expanding damage situation 92 dead in Ishikawa Prefecture Names of 242 people whose safety is unknown announced The arrival of the Self Defense Forces hastened the operation of rescue dogs and relief supplies, but it has been difficult ","relief, rescue, damage, Earthquake","Ishikawa Prefecture,  Noto Peninsula","Noto, Noto Peninsula, Ishikawa Prefecture",6.973,82,12
Multidisciplinary approach to a 93 year old survivor with crush syndrome A 124 h rescue operation after the 2024 Noto Peninsula earthquake Inaba 2024 Acute Medicine Surgery Wiley Online Library ,"earthquake, rescue",Noto Peninsula,Noto Peninsula,3.9746,73,3
"Earthquake Detailed Report 10 3 At around 5 08am, an earthquake with a magnitude of 3.0 occurred near Noto, Ishikawa Prefecture at a depth of 10km. The maximum intensity was 2. There is no threat of a tsunami. earthquake ","earthquake, tsunami, intensity, depth, magnitude, earthquake, Earthquake","Ishikawa Prefecture,  Noto","Earthquake Detailed Report 10 3, around 5 08am, Noto, Ishikawa Prefecture at a depth of 10km, and there is no threat of a tsunami.",8.069,91,41
"KYODO At least 62 people were killed in the powerful earthquake that jolted the Noto Peninsula and surrounding areas in central Japan on New Year s Day, with rubble and severed roads still preventing search and rescue operations on Wednesday. Full stor ","rescue, search, rubble, earthquake, powerful","Japan,  Noto Peninsula,  KYODO","KYOTO, Noto Peninsula and surrounding areas, central Japan",3.1259,80,12
"The SDF responded to the 2024 Noto Peninsula earthquake through integrated land, sea, and air operations. We will do our utmost to search for those in need of rescue and provide close support to the local residents. forNotoPeninsula ","support, rescue, search, earthquake",Noto Peninsula,NotoPeninsula,7.2206,81,4
"Japan Earthquake Death Toll Hits 30, Rescue Operations Underway Japan News Noto Quake IN18V JapaneseMilitary JapaneseMilitary JapaneseArmy Japan Video Multiple tremors have jolted Japan killing at least 30 people since the quake first hit on ","Rescue, Earthquake","Japan,  Japan,  Noto,  Japan,  Japan","Japan, Noto, California, Texas",5.393,81,8
"Japan Earthquake Death Toll Hits 30, Rescue Operations Underway Japan News Noto Quake IN18V JapaneseMilitary JapaneseMilitary JapaneseArmy Japan Video Multiple tremors have jolted Japan killing at least 30 people since the quake first hit on ","Rescue, Earthquake","Japan,  Japan,  Noto,  Japan,  Japan","Japan, Noto",4.9185,81,4
"Sad news from Ishikawa, Japan. The death toll has risen to 180 following a series of powerful earthquakes last week, as heavy snow and rain have hampered rescue operations. The 2024 Noto Peninsula Earthquake is the deadliest in Japan since the 2016 Kumamoto quakes. ","Earthquake, rescue, powerful","Kumamoto,  Japan,  Noto Peninsula,  Japan,  Ishikawa","Japan, Ishikawa, Noto, peninsula",12.1024,92,10
Japan Earthquake Rain Snow Hamper Search Rescue Operation Noto Qu. . . via YouTube ,"Rescue, Search, Earthquake","Noto,  Japan","Japan, Earthquake, Hamper, Search, Rescue Operation, Noto, Qu.",7.717,49,18
"Emergency Fire Aid Team Kanagawa Pref Battalion Search and rescue operations are being carried out at two locations in Wajima City, Ishikawa Pref. As long as there is a call for help, we will do everything we can. Noto Earthquake YokohamaCityFireDepartment Japan ","Earthquake, rescue, Search, Fire, Emergency","Japan,  Noto,  Ishikawa,  Wajima,  Kanagawa","Kanagawa Pref Battalion Search and rescue operations, Wajima City, Ishikawa Pref., Yokohama City Fire Department Japan",7.1325,90,28
"On January 1st, an earthquake of M7.6 maximum seismic intensity 7 occurred on Japan s Noto Peninsula, causing extensive damage, including the collapse of many houses. And rescue operations are still ongoing. ","rescue, collapse, damage, intensity, seismic, earthquake","Noto Peninsula,  Japan","Japan, Noto",5.2635,75,4
"At least 64 people were killed in the powerful earthquake that jolted the Noto Peninsula and surrounding areas in central Japan on New Year s Day, with rubble and severed roads still preventing search and rescue operations on January 3. ","rescue, search, rubble, earthquake, powerful","Japan,  Noto Peninsula","Noto, surrounding areas, central Japan",8.9333,78,8
"Reiwa 6th Noto Peninsula Earthquake This is a rescue operation in Wajima City, Ishikawa Prefecture, carried out by the emergency fire assistance team on January 4th. ","assistance, fire, emergency, rescue, Earthquake","Ishikawa Prefecture,  Wajima,  Noto Peninsula","Reiwa 6th Noto, peninsula earthquake, wajima city, ishikawa prefecture",7.0351,73,23
"At least 64 people were killed in the powerful earthquake that jolted the Noto Peninsula and surrounding areas in central Japan, with ongoing difficulties in search and rescue operations due to debris and blocked roads. . . earthquakes Japan ","debris, rescue, search, earthquake, powerful","Japan,  Japan,  Noto Peninsula","Noto Peninsula, surrounding areas in central Japan, earthquakes Japan",12.7852,76,12
"Earthquake Detailed Report 10 5 At around 4 05pm, an earthquake with a magnitude of 2.7 occurred near Noto, Ishikawa Prefecture at a depth of 10km. The maximum intensity was 1. There is no threat of a tsunami. earthquake ","earthquake, tsunami, intensity, depth, magnitude, earthquake, Earthquake","Ishikawa Prefecture,  Noto","Noto Prefecture, Noto city, Ishikawa Prefecture",9.9876,91,14
Prime Minister Fumio Kishida announced plans to double the number of Self Defense Force personnel for rescue and lifesaving operations following the Noto Peninsula earthquake. ,"earthquake, rescue","Noto Peninsula,  Kishida","Noto, Shizuoka Prefecture",4.7906,63,8
"After a 7.6 magnitude earthquake on New Year s Day in Japan s Noto, which also triggered a small tsunami, rescue operations are in full swing to locate 242 missing individuals. Many of the missing are presumed to be trapped in Suzu and Wajima. ","trapped, rescue, tsunami, earthquake, magnitude","Wajima,  Suzu,  Noto,  Japan","Noto, Suzu, Wajima",6.0336,87,9
"is both failing to help AND won t let others help. This is unconscionable! ! They just took this video a few hours ago, where you can see the level of devastation roads, houses, electricity, water supply and ground Internet connections completely destroyed ValentinaForUSA ","destroyed, ground, devastation",nan,"both, others, ValentinaForUSA, roads, houses, electricity, water supply, ground internet connections",4.0678,87,21
Little progress has been made on reconstruction after the January 1st earthquake in Japan. I visited the Noto Peninsula to hear from people on how they feel things are going. Most locals that I spoke with shared a sense that they had been abandoned. ,"feel, earthquake","Noto Peninsula,  Japan",Japanese,2.2987,81,1
"JAPAN ROCKED BY 5.9 MAG EARTHQUAKE The earthquake struck the Noto Peninsula area of Ishikawa Prefecture just over five months after a powerful quake caused widespread damage. It struck the cities of Wajima and Suzu near the northern tip of the peninsula, triggering early ","damage, powerful, earthquake, EARTHQUAKE","Suzu,  Wajima,  Ishikawa Prefecture,  Noto Peninsula,  JAPAN","Noto Prefecture, Noto, Ishikawa Prefecture",10.1646,93,13
"Heavy damage aftermath the strong 7.6 Magnitude earthquake that hit in Noto peninsula, Japan 01.01.2024 TELEGRAM JOIN ","earthquake, Magnitude, strong, aftermath, damage","Japan,  Noto peninsula","The sentence includes the location ""Noto peninsula"" (a city area) and the country ""Japan""., **Answer:** Noto peninsula, Japan",5.0954,61,30
The power of the M7.5 earthquake in Japan can be seen in just how much the ground moved in the Noto peninsula. It rose up by more than 4 meters 13 ft in places and moved sideways by over a metre. Geospatial Information Authority of Japan GSI ,"ground, earthquake","Japan,  Noto peninsula,  Japan","Japan, Noto, Geospatial Information Authority of Japan GSI",6.6438,89,14
"The Noto Peninsula, site of today s powerful quake in Japan, has long been producing exquisite lacquerware like these cups I photographed in Wajima last July. At least one lacquerware warehouse has been destroyed, according to media reports ","destroyed, powerful","Wajima,  Japan,  Noto Peninsula","Noto Peninsula, Site of today’s powerful quake in Japan, Wajima",6.1899,80,16
"Roads have collapsed in Noto Peninsula, Japan, swallowing up cars following the most recent 5.5 magnitude earthquake. Over 150 earthquakes have hit Japan since New Year s Day. ","earthquake, magnitude","Japan,  Japan,  Noto Peninsula","Noto Peninsula, Japan, New Year's Day",5.3033,69,10
"Even though the building met the new standards, damage accumulated during the earthquake swarm that continued for about three years may have led to its collapse. infrastructure security design policy Noto Japan ","collapse, earthquake, damage","Japan,  Noto","Even though the building met the new standards, damage accumulated during the earthquake swarm that continued for about three years may have led to its collapse. Noto, Japan",6.932,66,32
The disaster has damaged property worth Rs 150 million of NTC while around seven million rupees of Ncell. Read more ,disaster,nan,"NTC, Ncell",6.4501,56,5
"Video They just took this video a few hours ago, where you can see the level of devastation roads, houses, electricity, water supply and ground Internet connections completely destroyed. ","destroyed, ground, devastation",nan,"roads, houses, electricity, water supply, ground internet connection",5.6819,65,12
The damage ranged from downed porta potties to Ef 2 level roof damage ,"damage, damage",nan,"Germany,Ef 2 level",8.0991,48,6
"A series of earthquakes hit the Noto Peninsula in Ishikawa Prefecture on 1 January 2024, causing minor tsunami, several fires and significant infrastructure damage in various parts of Ishikawa Prefecture. Further aftershocks remain a possibility and transport links are disrupted. ","damage, tsunami","Ishikawa Prefecture,  Ishikawa Prefecture,  Noto Peninsula","Noto Prefecture, Noto Peninsula, various parts of Noto Prefecture",7.786,87,16
"Kuwait s Ambassador to Japan Sami Al Zamanan, visited areas affected by the deadly Noto Peninsula earthquake of Jan. 1, inspecting damage to homes and infrastructure. MofaJapan en kuw emb japan ","damage, earthquake","japan,  Noto Peninsula,  Japan","Kuwait, Japan, Noto Peninsula earthquake",5.9156,78,10
Japan s Noto Peninsula earthquake leads to a whopping 17.6 billion in infrastructure damages ,earthquake,"Noto Peninsula,  Japan","Japan,Noto Peninsula",3.8823,49,4
"The New Years Day M7.5 in Japan caused strong shaking for many people, but because of strong, enforced building codes in Japan, the damage is much less than it could have been. The people on the Noto peninsula will have been hit the hardest. This thread explains more ","damage, strong, shaking, strong","Noto peninsula,  Japan,  Japan","The identified locations and measurements are:, - New Year's Day, - M7.5 (seismic rating), - Japan, - Noto peninsula, So, written as a comma-separated list:, \boxed{New Year's Day, M7.5, Japan, Noto peninsula}",6.4902,88,59
"Aryal reported that the damage to physical infrastructure includes Rs 3.55 billion to water supply systems, Rs 2.52 billion to road infrastructure, and Rs 4 billion to energy infrastructure, Rs 6 billion in agricultural losses. ",damage,nan,"Aryal, water supply systems, road infrastructure, energy infrastructure, agricultural losses",18.1674,80,16
Effect of the earthquake that hit Central Japan today roads cracking and pavements rising. mmmin726 ,earthquake,Japan,"Central Japan, roads, pavements",3.0418,50,7
JapanEarthquake Earthquake damages road near port in Japan s Noto region WIONOriginals ,Earthquake,"Noto,  Japan","Japan, Noto region, WIONOriginals",5.0177,50,10
"A 3 cm wide, 50 feet long crack has appeared on the newly constructed Nagpur Mumbai Samruddhi Expressway. Despite the crores spent by the BJP and Shinde government, the quality of construction is BIG ZERO. New India ",,India,"Nagpur, Nagpur Newspaper, New India 2",6.1318,81,12
"ROAD COLLAPSE INDO AUSTRALIA NIBIRU WOBBLE WEATHER Muong Lat district, Vietnam Mr. Tran Van Thang, Head of the Department of Agriculture and Rural Development of Muong Lat district Thanh Hoa province said that due to the impact of the recent prolonged rain, in the area of Na ","impact, COLLAPSE","Vietnam,  AUSTRALIA","INDO AUSTRALIA NIBIRU WOBBLE, Vietnam",6.5375,100,16
Video from Chimney Rock shows the unbelievable destruction up close. The road damage is beyond description. The car at the 4 43 mark is no to be missed. That s as far as I ve gotten so far. wnc ,damage,nan,"C Chimney Rock, Road Damage Area, Parking Spot/License Plate 4/43 Mark, wnc",11.3049,78,22
This road in Japan was torn almost exaclty along its center line during the devastating earthquake of March 2011. Saitama Shimbun ,"earthquake, devastating","Saitama,  Japan","Japan, Saitama Shimbun, center line",4.2108,61,11
"JapanEarthquake A powerful 7.6 magnitude earthquake struck Japan on New Year s Day, triggering tsunami waves and causing extensive damage on the Noto Peninsula. Rescue teams face challenges reaching isolated areas with toppled buildings and disrupted roads. Prime Minister ","Rescue, damage, tsunami, earthquake, magnitude, powerful","Noto Peninsula,  Japan","New Year's Day, Noto Peninsula",3.681,80,8
"Another series of earthquakes in Japan s Noto Peninsula on Wednesday morning has inflicted more damage following a devastating quake on New Year s Day, with the latest tremors causing cracks on road surfaces and even seeing some sections cave in. ","cracks, devastating, damage","Noto Peninsula,  Japan","Japan, Noto Peninsula",5.7903,76,5
"road damages is a major challenge in Noto peninsula earthquake. In total and remote peninsula, connectivity becomes critical. UNDRR UNDRR AsiaPac cdri world ",earthquake,Noto peninsula,"Noto peninsula, total and remote peninsula, UNDRR, AsiaPac, cdri, world",5.2664,65,21
MLIT JAPAN Chubu Regional Development Bureau is dispatching TECFORCE. Road teams are investigating the damage situation in Suzu City. We will continue to provide support for road restoration and reconstruction as soon as possible. Noto earthquake Ishikawa Japan ,"earthquake, support, damage","Japan,  Ishikawa,  Noto,  Suzu,  JAPAN","Suzu City, Noto earthquake, Ishikawa Japan",6.1336,84,12
"A town in Ishikawa Prefecture is facing a long and arduous road ahead for reconstruction following a massive earthquake that hit the region five months ago, plagued by liquefaction damage. ","damage, earthquake, massive",Ishikawa Prefecture,Ishikawa Prefecture,25.9567,69,6
"Video of the earthquake as it was experienced in Nagano, which is quite far from the epicenter of the earthquake that hit the Noto peninsula today. ","earthquake, epicenter, earthquake","Noto peninsula,  Nagano","Nagano, Noto",4.2809,62,6
"Video of the aftermath of the earthquake that just hit Japan s Noto peninsula, shared by someone who works for the Matsunami Sake brewery ","earthquake, aftermath","Noto peninsula,  Japan","Japan, Noto, matsunami",5.0158,59,7
Several earthquakes of up to 7.4 magnitude have struck Japan A tsunami threat has been announced on the country s west coast. ,"tsunami, magnitude",Japan,several earthquakes of up to 7.4 magnitude have struck Japan A tsunami threat has been announced on the country s west coast.,5.1132,57,27
"Moment of the strong 7.6 M earthquake in Noto of Ishikawa, Japan 01.01.2024 TELEGRAM JOIN ","earthquake, strong","Japan,  Ishikawa,  Noto","Noto of Ishikawa, Japan, 01.01.2024",7.2045,60,16
7.4 magnitude earthquake hits western Japan. Tsunami warnings have been issued. The quake occurred at 16 10 JST in Noto area. Government said they are checking for any irregularities at nuclear power plants. Japan earthquakes japanese japannews biden ,"Tsunami, earthquake, magnitude","Japan,  Noto,  Japan","western japan, noto area",3.4013,83,6
"Details about the powerful 7.0 magnitude earthquake in Japan. Local media write that mass evacuation is underway on the west coast of the country due to the threat of a tsunami. Waves over 1.2 meters high have already reached the Noto Peninsula, where a five meter tsunami ","tsunami, tsunami, evacuation, earthquake, magnitude, powerful","Noto Peninsula,  Japan","Japan, West Coast, Noto Peninsula",5.6741,88,8
"BREAKING Earthquake with a magnitude of 5.0 occurred near Noto, Ishikawa Prefecture in Japan. ","magnitude, Earthquake","Japan,  Ishikawa Prefecture,  Noto","Noto, Ishikawa Prefecture",2.9365,56,8
"BREAKING NOW Major Tsunami Warning Issued for Japan after 7.6 magnitude earthquake hits just north of the Mainland. . DEVELOPING. . Residents told TO EVACUATE after strong earthquakes. . Waves as high as five meters, or 16 feet, could hit the shores of the Noto region of ","strong, earthquake, magnitude, Warning, Tsunami","Noto,  Japan","Break Major Tsunami Warning Issued For Japan After 7.6 Magnitude Earthquake Hits Just North Of Mainland. Residents Told TO EVACUATE After Strong Earthquakes. Waves As High As Five Meters, Or 16 Feet, Could Hit The Shores Of The Noto Region Of",6.0083,96,63
"Scenes of the aftermath of a powerful earthquake, registered at the highest level on Japan s intensity scale, that struck Ishikawa Prefecture s Noto Peninsula as the nation was marking New Year s Day. ","intensity, earthquake, powerful, aftermath","Noto Peninsula,  Ishikawa Prefecture,  Japan","Japan, Noto Prefecture, New Year's Day",9.2098,73,11
"Earthquake Information 23 14 JST on 17 Apr 2024, Seismic intensity 6 at Nan yo, Ehime Prefecture. Watch out for new information. Those in affected areas, do not panic. ","panic, intensity, Seismic, Earthquake",Ehime,"The locations in the sentence are: JST, Nan yo, Ehime Prefecture.",5.9277,77,18
"BREAKING An earthquake registering magnitude 5.6, a strong 5 on the Japanese shindo scale, hit the Noto Peninsula, Ishikawa Prefecture, on the north coast of central Japan, at 10 17 a. m. This area was hit by a massive 7.6 quake on Monday afternoon. ","massive, strong, magnitude, earthquake","Japan,  Ishikawa Prefecture,  Noto Peninsula,  shindo","Noto Peninsula, Ishikawa Prefecture, north coast of central Japan",7.4049,98,15
"Video A huge landslide destroys several houses in Wajima. As days pass and evacuees make their way to safe places with stable internet connections, we ll probably hear more eyewitness accounts and see more footage of Noto Peninsula Earthquake. ","Earthquake, landslide","Noto Peninsula,  Wajima","Wajima, Noto Peninsula",4.3093,79,7
"Oceanography AGUpubs Nearshore Propagation and Amplification of the Tsunami Following the 2024 Noto Peninsula Earthquake, Japan ","Earthquake, Tsunami","Japan,  Noto Peninsula","Nearshore, Noto Peninsula, Japan",4.8749,59,8
Nogizaka46 and Hinatazaka46 will be appearing at the Song for Noto! 24 Hour TV Charity Live which will be held on August 31st! This charity music event will be held at Yokohama Pia Arena MM to support the recovery efforts following the Noto Peninsula earthquake. ,"earthquake, efforts, support","Noto Peninsula,  Yokohama,  Noto","Nogizaka46, Hinatazaka46, Yokohama Pia Arena MM, Noto Peninsula earthquake.",8.3986,95,25
"Report 2024.9.28 sat Mt. FUJIMAKI 2024 We received 30, 357 yen for the donation box set up at the venue. Today, we will divide the donation into two equal parts. Noto Peninsula Earthquake in Ishikawa Prefecture ",Earthquake,"Ishikawa Prefecture,  Noto Peninsula","2024.9.28 sat Mt. FUJIMAKI 30, 357 yen for the donation box set up at the venue. Today, we will divide the donation into two equal parts. Noto Peninsula Earthquake in Ishikawa Prefecture",6.2297,91,53
At Todaiji Temple The performance is part of the Noto Peninsula Earthquake and Flood Disaster Reconstruction Assistance Programme. May the Noto Peninsula s reconstruction progress. ,"Assistance, Disaster, Flood, Earthquake","Noto Peninsula,  Noto Peninsula","Todaiji Temple, Noto",8.67,63,8
Figure skating star Yuzuru Hanyu performed at a charity exhibition in Kanazawa to support recovery efforts after the Noto Peninsula Earthquake. ,"Earthquake, efforts, support","Noto Peninsula,  Kanazawa,  Hanyu","Kanazawa, Noto Peninsula",4.1054,61,8
"In relation to the Noto Peninsula Earthquake, we have updated information on our website, including information on list of ATMs in service in the Noto district of Ishikawa Prefecture Updated on September 30, 2024, 5 45pm . FSA ",Earthquake,"Ishikawa Prefecture,  Noto,  Noto Peninsula","Noto, Noto District (Isakawa Prefecture)",5.0285,87,13
The Noto Peninsula earthquake on New Year s Day started off the year in Japan in deadly fashion. A 7.1 tremor in the Nankai Trough region in western Japan also prompted the government to issue a megaquake warning in August. ,"warning, tremor, earthquake","Japan,  Japan,  Noto Peninsula","Noto Peninsula, Japan, Nankai Trough",5.4364,82,11
A quite specific request from me I m looking to make contact with teachers working in Ukraine and in the earthquake affected Noto Peninsula in Japan for a piece of research I m doing for OECD on the impact of crisis and disaster on teacher wellbeing. edutwitter 1 ,"disaster, impact, earthquake","Japan,  Noto Peninsula,  Ukraine","Ukraine, Japan, Noto Peninsula",7.1316,84,8
This song will donate the revenue from the nunber of plays for the next six months to the Noto Peninsula Earthquake Recovery. I m sure that the whole of Japan came together to provide during the Great Earst Japan Earthquake. ,"Earthquake, Earthquake","Japan,  Japan,  Noto Peninsula","Noto Peninsula, Japan",4.9231,78,5
"Ambassador Visits Noto Peninsula Earthquake Disaster Site Ambassador GiladCohen made his first ever visit to Monzenmachi, Wajima City, an area affected by the Noto Peninsula earthquake. motto ishikawa After the earthquake on January 1, 2024, Israel sent the first batch of ","earthquake, earthquake, Disaster, Earthquake","Israel,  ishikawa,  Noto Peninsula,  Wajima,  Noto Peninsula","Noto, Noto Peninsula, Monzenmachi",3.8205,96,11
"The Noto Peninsula earthquake that hit Japan on New Year s Day caused up to 40, 000 people Transgender LGBTQ USA NorthCarolina Japan Ishikawa Noto Kanazawa tsunami earthquake NotoPeninsulaEarthquake ","earthquake, tsunami, earthquake","Kanazawa,  Noto,  Ishikawa,  Japan,  Japan,  Noto Peninsula","Noto Peninsula, Japan, Transgender LGBTQ USA, North Carolina, Noto Peninsul, Ishikawa, Kanazawa",30.1025,77,27
"On September 14 an event was held to mark the first open air Wajima Morning Market since the Noto Peninsula Earthquake. Some 34 stalls sold marine products, food, drink, Wajima lacquerware, etc. The event proved highly popular. METI will continue to support recovery efforts. ","efforts, support, Earthquake","Wajima,  Noto Peninsula,  Wajima","Noto Peninsula, Wajima",6.887,94,7
"103 200 Nanao Castle Ruins 2024 08 25 Nanao. This city was hit quite hard during the Noto Peninsula earthquake on New Year s, and you can still see it. Cracks in the pavement, closed off piers and lots of scaffolding department stores in repair. I ","Cracks, earthquake, Ruins","Noto Peninsula,  Nanao,  Nanao","Nanao, Japan, 2024 08 25",9.4572,96,13
"Our new study on an end to end framework for simulating fire following earthquakes, using the 2024 Japan Noto Peninsula earthquake as a case study. Our model integrates GIS data, physics based simulations, and high fidelity visualization to enhance urban planning and disaster ","disaster, earthquake, fire","Noto Peninsula,  Japan","Japan Noto Peninsula, Japan",7.8229,82,6
"I was playing Splatoon 3 when the Noto Peninsula earthquake occurred this New Year. When I felt the shaking, all the players stopped moving, so I realized it was a big earthquake. The earthquake lasted so long that we could hear the house creaking. ","earthquake, earthquake, shaking, felt, earthquake",Noto Peninsula,Noto Peninsula,4.9706,85,3
"Yuzuru Hanyu, Takahito Mura, Akiko Suzuki, and Satoko Miyahara held a special charity ice show today in Ishikawa Prefecture in commemoration of the Noto Peninsula Earthquake. They skated in the Prefecture s lone ice rink to honour the area affected. The show also included ",Earthquake,"Noto Peninsula,  Ishikawa Prefecture,  Suzuki,  Hanyu","Ishikawa Prefecture, Yuzuru Hanyu, Takahito Mura, Akiko Suzuki, Satoko Miyahara",7.0006,100,29
"A donation of 2million was made by the organisers of Kakuda City s rice paddy art to the Red Feather Community Chest. It ll be used to help those affected by the Noto Peninsula earthquake. Many Fanyus made donations to help them get new , excess funds will now help Noto ",earthquake,"Noto,  Noto Peninsula,  Kakuda","$2 million (donation from Kakuda City), Kakuda City rice paddy art (organization and city), Red Feather Community Chest (recipient), Noto Peninsula earthquake, Fanyus (donor group), Noto (local area in an island country).",9.5489,92,53
"KADOKAWA Co. , Ltd. The true story earthquake disaster comic essay Reiwa 6 Noto Peninsula Earthquake Experie nce by a manga artist living in Nanao City, Ishikawa Prefecture has been made into an e book! Disaster Prevention Day will be on sale fro ","Disaster, Earthquake, disaster, earthquake","Ishikawa Prefecture,  Nanao,  Noto Peninsula","Noto Peninsula, Ishikawa Prefecture, Nanao City",6.2098,94,14
"JapaneseVendingMachine at HND Haneda Airport Terminal 1 to collect donations for the Noto Peninsula, which was devastated by a major earthquake on New Year s day and got severe damage from torrential rain this week. ","damage, earthquake","Noto Peninsula,  Haneda","HND Haneda Airport Terminal 1, Noto Peninsula",6.5351,76,12
"Oh, no! After the January 1st 2024 huge Noto peninsula earthquake, now flooding in the same area Ishikawa prefecture Japan Wajima Suzu ",earthquake,"Suzu,  Wajima,  Japan,  Ishikawa prefecture,  Noto peninsula","Noto peninsula, Japan, Suzu, 2023",5.4651,67,12
"I just want to support the people who have no choice but to live here, Uotani had previously volunteered during the Noto Peninsula earthquake on New Year s Day and formed close ties with the survivors. It broke my heart to see the same area hit again, ","earthquake, support",Noto Peninsula,"Uotani, Survivors",6.8186,84,6
"Japan s new Prime Minister Ishiba forms cabinet, announces Lower House dissolution on October 9 New Cabinet will focus its efforts on restoration and reconstruction in the areas affected by Noto Peninsula Earthquake, among other issues. ","Earthquake, efforts","Noto Peninsula,  Japan","Japan, New Prime Minister Ishiba, Forms cabinet, announces Lower House dissolution on October 9, New Cabinet will focus its efforts on restoration and reconstruction in the areas affected by Noto Peninsula Earthquake, among other issues.",7.528,74,45
"I m from Ishikawa Prefecture, where the Noto Peninsula earthquake occurred. I d like to express my sincere gratitude to all of Yuzuru Hanyu s fans for their support. I was reminded of just how great Yuzuru Hanyu is. ","support, earthquake","Hanyu,  Hanyu,  Noto Peninsula,  Ishikawa Prefecture","Ishikawa Prefecture, Noto Peninsula, Chuo Prefecture",4.964,86,15
Thank you for your continued supports in the wake of the Noto Peninsula earthquake. Natural disasters are occurring one after the other. Please continue to send your thoughts to Noto in Ishikawa Prefecture. RecordRains HeavyRainDisaster GIAHS 2024NotoPeninsulaEarthquake ,"thoughts, earthquake","Ishikawa Prefecture,  Noto,  Noto Peninsula","The identified locations are: Noto Peninsula, Noto in Ishikawa Prefecture, HeavyRainDisaster, GIAHS, 2024, and NotoPeninsula. These are separated by commas without any additional details., Answer: Noto Peninsula, Noto in Ishikawa Prefecture, HeavyRainDisaster, GIAHS, 2024, NotoPeninsula",8.9241,91,79
"Earthquake Flash Report 10 1 At around 5 11am, an earthquake occurred offshore Noto Peninsula. We ll let you know as soon as we have more information. Update 1 ","earthquake, Earthquake",Noto Peninsula,"10, 11, Noto, Penny",36.0888,71,9
"The Sendai Tanabata Festival began in Sendai on Tuesday, featuring ornaments hung with prayers for the areas affected by the Jan. 1 Noto Peninsula earthquake in Ishikawa Prefecture. ",earthquake,"Ishikawa Prefecture,  Noto Peninsula,  Sendai,  Sendai","Sendai, Noto Peninsula, Ishikawa Prefecture",5.4069,71,12
"Record rainfall in Japan s Noto Peninsula caused deadly flooding and landslides in a region still recovering from a catastrophic earthquake earlier this year. At least one person was killed and seven others are missing, the broadcaster NHK reported. ",earthquake,"Noto Peninsula,  Japan","Japan, Noto Peninsula",6.7966,77,5
The Environment Ministry will aid the Ishikawa Prefectural Government s plan to establish a long distance hiking trail as part of reconstruction efforts following the Jan. 1 Noto Peninsula earthquake. ,"earthquake, efforts","Noto Peninsula,  Ishikawa","Ishikawa Prefectural Government, Noto Peninsula, Harshai",5.2293,69,16
"Title Industry collaboration leads to early power recovery in Noto Link Summary In a remarkable display of unity, Japan s power grid operators came together to restore electricity swiftly after the Jan. 1 Noto Peninsula earthquake! Over 4, 000 workers ",earthquake,"Noto Peninsula,  Japan,  Noto","Noto, Japan, and 2016",6.8045,80,9
"These Toro s or Japanese stone lanterns are designed with a round bottoms so when an earthquake comes, they do not fall. This footage from the devastating earthquake in Noto peninsula. ","earthquake, devastating, earthquake",Noto peninsula,"Toro s, Japanese stone lanterns, Noto peninsula",4.2491,67,12
Hanyu Yuzuru s Challenge A helping hand for Noto Peninsula Earthquake victims. The two time Olympic figure skating champion is hitting the ice to raise money for those affected by the M7.6 quake on New Year s Day from this article ,Earthquake,"Noto Peninsula,  Hanyu","Noto Peninsula, New Year's Day, M7.6",9.4242,82,13
"Tadakazu Sado, a 72 year old from the city of Hiroshima who is assisting with the recovery from the Noto Peninsula earthquake, says There is nowhere near enough support. ","support, earthquake","Noto Peninsula,  Hiroshima,  Sado","Tadakazu Sado, city of Hiroshima, Noto Peninsula",6.6244,70,15
"New article from Itatani et al Operational Management and Improvement Strategies of Evacuation Centers during the 2024 Noto Peninsula Earthquake TL; DR during shocks, evacuees must be able to operate evacuation centers independently ","evacuation, Earthquake, Evacuation",Noto Peninsula,"Itatani, Noto Peninsula, Evacuation Centers",6.0773,76,12
A study of posts on X after the Noto Peninsula Earthquake found that 10 of posts seeking rescue help were based on false information. ,"rescue, Earthquake",Noto Peninsula,"""Noto""",4.2507,59,3
"Eight months after the Jan. 1 Noto Peninsula earthquake in central Japan, an increasing number of businesses in the region have resumed operations, backed by growing reconstruction demand and returning home, to temporary housing, by local residents. ",earthquake,"Japan,  Noto Peninsula","Noto Peninsula, Tohsugu City",1.7995,76,8
Collaboration among power grid operators from across Japan has led to early power restoration in areas affected by the Jan. 1 Noto Peninsula earthquake in Ishikawa Prefecture. ,earthquake,"Ishikawa Prefecture,  Noto Peninsula,  Japan","Noto Prefecture, Ishikawa Prefecture",20.6793,67,10
