text,disaster,gpe,detected_gpe,response_time,query_tokens,response_tokens
"Alberta Wildfire alert earlier in the week, winter storm warning later in the week. ","warning, alert",Alberta,"Alberta, [location of storm warning]",7.0265,49,9
RT AnonimusZ Rain may dampen Alberta wildfire Emergency officials battling the growing and unpredictable Alberta wildfire . ,Emergency,"Alberta,  Alberta","Alberta, Wildfire",7.6795,52,5
BBC News Canada wildfire Oil workers evacuate camps near Fort McMurray FortMcMurray ymm ymmfire FortMacFire ,,"Fort McMurray,  Canada","Canada, Fort McMurray, wildfire, yymm ymmfire",5.1228,55,13
"Text REDCROSS to 30333 help Alberta wildfire disaster, 5 donation will be made ",disaster,Alberta,"REDCROSS, 30333",6.3953,50,7
RT mayordavepelham Thanks Fed Gov t for matching donations to Can Red Cross for wildfire relief efforts in Fort McMurray. redcross. ca htt ,"efforts, relief",Fort McMurray,"mayordavepelham, fed, t, can red cross, fort mcDonald",9.7232,62,17
"Fort McMurray Wildfire 2016 Ad Revenue Donated, PLEASE SHARE Help The Province Of Alberta! ! ! ",,"Alberta,  Fort McMurray","Fort McMurray City (CA), 2016, Help, Alberta Province",8.0634,54,15
I have it on good but made up authority that donations to help Alberta wildfire evacuees entitle you to skip a workout this week donate ,,Alberta,Alberta,6.371,59,2
FortMcMurray update Red Cross gives 50M amp; Alberta gives 100M in emergency funding. ,emergency,Alberta,"FortMcMurray, Alberta",3.4143,53,6
Oilsands workcamp destroyed as Alberta wildfire shifts north ymmfire ,destroyed,Alberta,"Oilsands workcamp, Alberta, yymmfire",8.5142,45,11
Dont forget that for the entire month of May MCRCI will donate 5 of every membership to Fort McMurray wildfire ,,Fort McMurray,Fort McMurray,7.1811,56,3
"DTN USA Lemonade Stand Aids Wildfire Refugees Young Ontario boys lemonade stand raises 2, 500 for Canadian ",,Ontario,"The locations identified are: USA Lemonade Stand, Wildfire Refugees, and Ontario boys.",8.0249,57,19
Fuelling discussion. Science related to Alberta wildfires. Good explainer environment ymmfire by DrTorahKachur ,,Alberta,"Alberta, yymmfire, Western Provinces",8.8155,55,10
The BC Wildfire Service confirms crews are responding to a fire in the Lac Du Bois area off of OConnor Rd. Kamloops ,fire,Kamloops,"Lac Du Bois, OConnor Rd, Kamloops",8.0672,58,12
RT lethnewsnow Work camps north of Fort McMurray forced to evacuate as wildfire spreads. FortMacFire ,,Fort McMurray,"Work camps, Fort McMurray, FortMacFire",9.0262,52,10
Alberta agency tasked with preventing wildfires leaves millions unspent ymm ymmfire ,,Alberta,"Alberta, wildfires",4.5436,47,4
"For anyone wondering whats being done in Pincher Creek for wildfire relief, the Lions are leading the charge for ",relief,Pincher Creek,Pincher Creek,4.4837,52,3
RT winnipegsun Fort McMurray wildfire Conditions force temporary halt to convoy Photos Video ,,Fort McMurray,"Winnipegsun, Fort McMurray",8.6197,49,9
UPDATE Manitoba Wildfires Beresford CaddyLake put out by rain WilsonIsland active ,,Manitoba,"Manitoba, Beresford, CaddyLake, WilsonIsland",7.455,49,15
Fort McMurray evacuees line up in Calgary for wildfire relief cards ,relief,"Calgary,  Fort McMurray","Fort McMurray, Calgary, for wildfire relief cards",10.4608,45,10
"RT GlobalEdmonton Fort McMurray wildfire Good Samaritans from Edmonton rescue 10 dogs, 2 cats, 5 kittens ymm ymmfire ",rescue,"Edmonton,  Fort McMurray","GlobalEdmonton, Fort McMurray, Good Samaritans, Edmonton",12.1446,62,14
Almost 5k buy tix for Cape Breton benefit for Fort Mac The concert in Sydney for the people displaced by wildfire ,displaced,Sydney,"Cape Breton, Fort Mac, Sydney, displaced",16.7658,56,11
RT GlobalEdmonton WATCH Clean Harbours on taking in Fort McMurray wildfire evacuees and helping deliver a baby! ymmfire yeg ,,Fort McMurray,"Edmonton, Fort McMurray",8.1097,61,6
Northwestern Ontario Wildfire Update May 6 2016 THUNDER BAY Fire UPDATE The fire ,"fire, Fire","THUNDER BAY,  Ontario","Northwestern Ontario, Thunder Bay",4.9575,51,6
RT GenEmigration Irish woman in Canada Wildfire evacuation scariest experience ,evacuation,Canada,"Ireland, Canada, Wildfire",6.549,46,7
Canada to Review Russia s Offer to Assist With Alberta Wildfire Sputnik International ymm ,,"Alberta,  Russia,  Canada","Canada, Russia, Alberta, Wildfire, Sputnik",10.1762,49,12
"RT seawayband If you can, please donate to help with Alberta wildfire relief. All donations are matched by the CDN government. . ",relief,Alberta,"Alberta,CDN",5.6525,58,5
"RT CP24 Macroeconomic impact of Alberta wildfires will be relatively modest, Bill Morneau says ",impact,Alberta,"Alberta, RT CP24",5.2834,50,6
Slave Lake was wind driven wildfire FortMacFire is fuel driven grew quickly b c dry conditions climatechange ,,Slave Lake,"b, c, dry conditions",13.61,51,6
"In support of Fort McMurray wildfire relief, were collecting Red Cross donations for the month of May. Every ","relief, support",Fort McMurray,"country, city, month, collection",4.9511,52,7
RT DreamstormPoet Dancers raise funds for families affected by FortMcMurray wildfire PortTheatre Nanaimo htt ,,Nanaimo,"FortMcMurray, PortTheatre, Nanaimo",10.4185,56,12
RT AP New app will give Alberta residents a chance to see what might be left of their homes after wildfire ,,Alberta,"RT, AP, New app, Alberta",5.5178,52,8
CUPE divisions donate to Fort McMurray wildfire relief fund ,relief,Fort McMurray,"CUPE DIVISIONS, FORT McMurray",7.0096,42,10
RT TCDSB Support relief efforts for victims of Alberta wildfire amp; earthquake in Ecuador archtoronto TCDSBisFami ,"earthquake, efforts, relief, Support","Ecuador,  Alberta","Alberta, Ecuador, archontage",4.7653,57,8
RT DailyGleaner Pass it on Syrian newcomers pitch in to help Alberta wildfire victims redcrosscanada . ,,Alberta,"alberta, redcrosscanada",5.1852,53,8
"Officials 2, 400 buildings lost in Fort McMurray, Alberta, wildfire Global Edmonton ",,"Edmonton,  Alberta,  Fort McMurray","Fort McMurray, Alberta, Global Edmonton, Wildfire",7.7294,49,11
"Congratulations and thanks to IngersolOptimists for donation of 1, 500.00 for Alberta wildfire victims. ",,Alberta,"IngersolOptimists, Alberta wildfire victims",5.8595,56,10
"RT Otiena Grateful Fort McMurray evacuees start picking up financial assistance debit cards, aalooameya ",assistance,Fort McMurray,"Fort McMurray, Alberta",12.3148,55,5
"RT CFLpass bc of the efforts of citizens, CFL and NHL in providing for Fort McMurray wildfire relief. 2 ","relief, efforts",Fort McMurray,Fort McMurray,10.7076,55,3
JamesTaylor feels compelled to help Alberta wildfire relief efforts Calgary ,"efforts, relief","Calgary,  Alberta","James, Taylor, Alberta, Calgary",4.7098,42,7
RT WorldwideHerald Calgary Wildfire evacuees line up across Alberta for financial assistance yyc ,assistance,"Alberta,  Calgary","RT WorldwideHerald, Calgary Wildfire, Alberta",9.1088,50,10
"My thoughts are with everyone suffering from wildfire evacuations, from Fort McMurray across Canada ",thoughts,"Canada,  Fort McMurray","Fort McMurray, Canada, and the areas affected by wildfires across Canada.",6.107,48,15
RT ClimateCentral This video shows apocalyptic wildfire damage in Fort McMurray FortMacFire ,damage,Fort McMurray,"Fort McMurray, FortMacFire",4.731,48,7
97 years ago today massive wildfire begins in northern Alberta; conditions eerily similar to ymmfire of 2016. ,massive,Alberta,"northern Alberta, 2016",6.1461,55,7
RT LDComputers You can help! Donate to redcrosscanada Alberta Wildfire relief in store or online ,relief,Alberta,"redcross, alberta, ldcomputers",5.6882,53,10
Fort McMurray native ScottieUpshall reflects on the damage to his hometown in the PlayersTribune very moving piece ,damage,Fort McMurray,"""Fort McMurray"", ""Scottie Upshall""",5.8835,55,11
toronto news Attawapiskat donates to Fort McMurray wildfire relief fund ,relief,"Fort McMurray,  toronto","toronto, attawpiskat",8.0039,48,8
Black bears are prowling for food amongst charred remains of Fort McMurray Wildfire ,,Fort McMurray,"Fort McMurray, Fort McMurray Wildfire",5.1378,48,9
Canada wildfire We can rebuild Albertas premier says homes and other buildings destroyed by a huge wildf ,destroyed,Canada,"Canada, Albertas, Wildfires",5.6928,50,7
RT ctvwinnipeg MB Gov Beresford and Wallace Lake campgrounds are closed until wildfire conditions improve. manitoba mbfire ,,manitoba,"ctvwinnipeg, beresford, walledake",5.1141,58,12
"Fort McMurray wildfire Nickelback, Corb Lund, Rankin Family, Blue Rodeo, Randy Bachman among Fire Aid acts. ",Fire,Fort McMurray,"Fort McMurray, Blue Rodeo",10.8683,59,8
"Ontario boys lemonade stand raises more than 2, 500 for Alberta wildfire relief, please donate 20 at Fort McMurray ",relief,"Fort McMurray,  Alberta,  Ontario","Ontario, Alberta, Firewood, Fort McMurray",7.0943,58,11
"Celebs, PM Trudeau Offer Support For Those Affected By Fort McMurray Wildfire Crisis ",Support,Fort McMurray,"PM, Fort McMurray",16.2469,49,5
Fort McMurray wildfire evacuees line up for 2nd day in a row to receive pre loaded government as. . breakingnews ,,Fort McMurray,Fort McMurray,6.8707,58,3
Manitoba sends emergency rescue crew to help with Fort McMurray fire relief Manitoba may not be sending wildfire ,"relief, fire, rescue, emergency","Manitoba,  Fort McMurray,  Manitoba","Manitoba, Fort McMurray",9.7821,52,7
RT commacontrol Durham folks wanting to aid FortMcMurray folks can do so through RedCrossDurham wildfire http ,,Durham,"Durham, FortMcMurray",5.4922,54,7
The massive Canadian wildfire that displaced thousands of people in Alberta has spread to neighbouring Saskatchewan ,"displaced, massive","Saskatchewan,  Alberta","Alberta, Saskatchewan",4.6455,47,4
Accessing health care can be frustrating for Fort McMurray evacuees without ID Fort McMurray wildfire evacuees ,,"Fort McMurray,  Fort McMurray","Fort McMurray, evacuees",14.7107,54,7
Media tour Fort McMurray to survey wildfire damage Journalists on an escorted tour of Fort McMurray on Monday saw ,damage,"Fort McMurray,  Fort McMurray",Fort McMurray,6.1087,53,3
Fort McMurray Wildfire East Coast musicians raising money for Fort McMurray relief ,relief,"Fort McMurray,  Fort McMurray","Fort McMurray City, East Coast",7.3097,46,7
TransCanada matching public donations to Northern Alberta Wildfire Relief by awish4art on LinkedIn ,Relief,Alberta,"Trans Canada, Northern Alberta",6.4021,49,5
"CUPE BC donates 20, 000 to Fort McMurray wildfire relief fund FortMcMurray ",relief,Fort McMurray,"CUPE BC, Fort McMurray",6.4374,52,7
RT sexualhealthns Healthy childbirth in the midst of chaos. Our thoughts are with Fort McMurray today. ymmfire ,thoughts,Fort McMurray,Fort McMurray,9.503,55,3
"Fort McMurray wildfire 57, 000 evacuees helped by Edmonton Emergency Relief Services Society. ","Relief, Emergency","Edmonton,  Fort McMurray","Fort McMurray, Alberta; Edmonton, Alberta",6.5528,51,9
"Prayers and thoughts to the people of Fort McMurray. Thx to rescue crews, fire fighters, etc for their efforts. ","efforts, fire, rescue, thoughts",Fort McMurray,Fort McMurray,4.7619,57,3
RT CdnPress BREAKING The Red Cross says people have donated 30 million for Alberta wildfire relief ymmfire ,relief,Alberta,Alberta,8.735,54,2
Wildfire sparked evacuation orders lifted at more Canadian work camps CALGARY TORONTO Reuters Authorities in Canada lifted evacu ,evacuation,"Canada,  TORONTO,  CALGARY","more Canadian work camps, CALGARY, TORONTO",9.8852,55,12
RT AngelaKorras Damage less than feared as Canada wildfire slows down ,Damage,Canada,Canada,6.1713,45,1
Fort McMurray wildfire cuts Canadas oil output by a third Blaze that partly destroyed city has temporarily ,destroyed,Fort McMurray,"Fort McMurray, Canada, Canna da",8.6392,50,9
Fundraising efforts are taking place across the country. They included a lemonade stand in Etobicoke via cbcnews ,efforts,Etobicoke,"country, Etobcoke",6.4821,56,6
"Fort McMurray wildfire Red Cross, Alberta to release emergency funding details alberta bhive ",emergency,"alberta,  Alberta,  Fort McMurray","""Fort McMurray, Alberta, BHIVE Alberta""",8.5655,49,11
"Fort McMurray Update Alberta fire officials say Fort McMurray, Alberta, wildfire is up to 20 km 12 miles south ",fire,"Alberta,  Fort McMurray,  Alberta,  Fort McMurray","Alberta, Fort McMurray",10.4277,56,6
How the Red Cross will spend funds collected ymm FortMacFire ymmfire Fort McMurray via CBC ,,Fort McMurray,"The locations identified are ""Red Cross"" and ""Fort McMurray.""",4.7347,52,14
Conditions that must be met before Fort McMurray wildfire evacuees can go home ,,Fort McMurray,Fort McMurray,9.0302,47,3
RT RDFigs19 Weve created an auction to support the Fort McMurray WildFire victims. Please RT and visit the link HERE gt; ,support,Fort McMurray,"Fort McMurray, downtown Fort McMurray",8.1175,59,8
RT TheGrayGroup Donations for Fort McMurray relief packages can be made at 127 St Peters Rd Charlottetown. pei ,relief,"Charlottetown,  Fort McMurray","TheGrayGroup, Fort McMurray, 127 St Peters Rd, Charlottetown. pei",10.1949,59,21
